country_a,country_b,cosine
Albania,Madagascar,0.8985322016035807
Albania,Malawi,0.8384964799262007
Albania,Malaysia,0.9567064889869463
Albania,Maldives,0.7645949715894331
Albania,Malta,0.8879621516359373
Albania,Marshall Islands,0.9425254281165069
Albania,Mauritania,0.9246750573988922
Albania,Mauritius,0.8771703388998023
Albania,Mexico,0.8155507007451124
Albania,Micronesia (Federated States of),0.92569231367841
Albania,Moldova (Republic of),0.7978112404385772
Albania,Monaco,0.9381421901266499
Albania,Mongolia,0.9293063764782379
Albania,Montenegro,0.6762146154036923
Albania,Morocco,0.627063820644334
Albania,Mozambique,0.8257420491103079
Albania,Myanmar,0.9132176219327629
Albania,Namibia,0.8113369006191707
Albania,Nauru,0.9703978955765935
Albania,Nepal,0.9200017589526326
Albania,Netherlands,0.9347006768961912
Albania,New Zealand,0.8699331103985853
Albania,Nicaragua,0.7783706494580145
Albania,Niger,0.867031978654445
Albania,Nigeria,0.9321964011811945
Albania,North Macedonia (Republic of),0.6547281906859679
Albania,Norway,0.887756623671459
Albania,Oman,0.8841997915393935
Albania,Pakistan,0.9011903798243625
Albania,Palau,0.952429903743115
Albania,Palestine,0.8681418389599312
Albania,Panama,0.8750489186108494
Albania,Papua New Guinea,0.8861573515313272
Albania,Paraguay,0.6170087326645424
Albania,Peru,0.7276416473266998
Albania,Philippines,0.8868010891104261
Albania,Poland,0.844406334832429
Albania,Portugal,0.827711241503303
Albania,Qatar,0.9429704034509527
Albania,Romania,0.6302831181271923
Albania,Russian Federation,0.7446159382592119
Albania,Rwanda,0.6100919692560043
Albania,Saint Kitts and Nevis,0.9411447240843256
Albania,Saint Lucia,0.9142884338830225
Albania,Saint Vincent and the Grenadines,0.9432054956731757
Albania,Samoa,0.9446378598941096
Albania,Sao Tome and Principe,0.8180660801744867
Albania,Saudi Arabia,0.8829538334141545
Albania,Senegal,0.8858377460049248
Albania,Serbia,0.6259598442513173
Albania,Seychelles,0.9364898634737051
Albania,Sierra Leone,0.902475512814398
Albania,Singapore,0.9346999051890759
Albania,Slovakia,0.7516316805037326
Albania,Slovenia,0.7349185069520537
Albania,Solomon Islands,0.9335373082251497
Albania,Somalia,0.9237194778643726
Albania,South Africa,0.846981785247049
Albania,South Sudan,0.7496323375926516
Albania,Spain,0.8692411951212239
Albania,Sri Lanka,0.8436862273260766
Albania,Sudan,0.9307747048398207
Albania,Suriname,0.8487996873479697
Albania,Sweden,0.7214133799168796
Albania,Switzerland,0.862769159963169
Albania,Syrian Arab Republic,0.8792665750748783
Albania,Taiwan (Republic of China),0.9044618721944442
Albania,Tajikistan,0.8152032634348716
Albania,Tanzania (United Republic of),0.8775380442667894
Albania,Thailand,0.9026383350536433
Albania,Timo,0.650093855996104
Albania,Togo,0.8663282597036273
Albania,Tonga,0.9406159974273375
Albania,Trinidad and Tobago,0.9426047935466829
Albania,Tunisia,0.8543918835465545
Albania,Turkey,0.5412760868247048
Albania,Turkmenistan,0.7191383626604302
Albania,Tuvalu,0.9291012083483731
Albania,Uganda,0.9229054923849557
Albania,Ukraine,0.7515377526513952
Albania,United Arab Emirates,0.8366909090157141
Albania,United Kingdom,0.8565535924743609
Albania,United States of America,0.957958616220979
Albania,Uruguay,0.6287369385476576
Albania,Uzbekistan,0.9523932477280872
Albania,Vanuatu,0.877300570071267
Albania,Venezuela (Bolivarian Republic of),0.7907233571719543
Albania,Viet Nam,0.8496864366305095
Albania,Yemen,0.9537705418907242
Albania,Zambia,0.8892383266093085
Albania,Zimbabwe,0.8674772441403586
Algeria,Andorra,0.8170655977270213
Algeria,Angola,0.6479724360359004
Algeria,Antigua and Barbuda,0.9557846299896681
Algeria,Argentina,0.7163680271170982
Algeria,Armenia,0.785524717152839
Algeria,Australia,0.9521393387603803
Algeria,Austria,0.7579932745124288
Algeria,Azerbaijan,0.8922621959080208
Algeria,Bahamas (The),0.9511104718544142
Algeria,Bahrain,0.7618098277092104
Algeria,Bangladesh,0.9310338686006694
Algeria,Barbados,0.9358416389715192
Algeria,Belarus,0.74875870879456
Algeria,Belgium,0.9025589627220565
Algeria,Belize,0.9497199823503002
Algeria,Benin,0.60190704318975
Algeria,Bhutan,0.8432948876317838
Algeria,Bolivia (Plurinational State of),0.7584251657075207
Algeria,Bosnia and Herzegovina,0.8528115813861106
Algeria,Botswana,0.9447242715599973
Algeria,Brazil,0.8239513410965142
Algeria,Brunei Darussalam,0.9598974638021243
Algeria,Bulgaria,0.811903012848065
Algeria,Burkina Faso,0.629856761716308
Algeria,Burundi,0.7565725644715016
Algeria,Cambodia,0.8992938145990728
Algeria,Cameroon,0.9187637246208968
Algeria,Canada,0.924778026611416
Algeria,Cape Verde,0.762099674524502
Algeria,Central African Republic,0.6556408294563585
Algeria,Chad,0.6427853996477948
Algeria,Chile,0.5527783076034809
Algeria,China (Peopl,0.9052805013549395
Algeria,Colombia,0.7613804091391597
Algeria,Comoros,0.6608476500004947
Algeria,Congo (Democratic Republic of the),0.5401577110025282
Algeria,Congo (Republic of the),0.5112165991961015
Algeria,Costa Rica,0.7685584960162709
Algeria,Cote d'Ivoire,0.6396027473682162
Algeria,Croatia,0.7627773054568912
Algeria,Cuba,0.813726772570893
Algeria,Cyprus,0.8321634923590545
Algeria,Czech Republic,0.8169979125108702
Algeria,Denmark,0.9474264313322494
Algeria,Djibouti,0.623841750856889
Algeria,Dominica,0.9678635004366896
Algeria,Dominican Republic,0.5879009509615809
Algeria,Ecuador,0.7044926655106603
Algeria,Egypt,0.8096949930946733
Algeria,El Salvador,0.7178665627700945
Algeria,Equatorial Guinea,0.73452582170126
Algeria,Eritrea,0.8606275096815414
Algeria,Estonia,0.9053127054142893
Algeria,Eswatini,0.8430122588552398
Algeria,Ethiopia,0.9426427469449837
Algeria,Fiji,0.8907093807150651
Algeria,Finland,0.8574224888655682
Algeria,France,0.8406267447929666
Algeria,Gabon,0.40362740817041387
Algeria,Gambia (The),0.8679279506459409
Algeria,Georgia,0.5458729788768562
Algeria,Germany,0.8707576113679256
Algeria,Ghana,0.930484687570385
Algeria,Greece,0.8103752752481477
Algeria,Grenada,0.9613048865703245
Algeria,Guatemala,0.6979160938952436
Algeria,Guine,0.900414903440481
Algeria,Guyana,0.8849482175316996
Algeria,Haiti,0.7382822121964701
Algeria,Honduras,0.7910348778063443
Algeria,Hungary,0.8039710793960401
Algeria,Iceland,0.8659509639541969
Algeria,India,0.9489735155794451
Algeria,Indonesia,0.8438435832868579
Algeria,Iran (Islamic Republic of),0.8551261211201484
Algeria,Iraq,0.7868687503301872
Algeria,Ireland,0.918792775883932
Algeria,Israel,0.8762841266527792
Algeria,Italy,0.8307039553714883
Algeria,Jamaica,0.9583664566071839
Algeria,Japan,0.9455267099574456
Algeria,Jordan,0.9531009857061321
Algeria,Kazakhstan,0.6187239636043904
Algeria,Kenya,0.8892669135735242
Algeria,Kiribati,0.934485666341559
Algeria,Korea (Democratic Peopl,0.8316950748753248
Algeria,Korea (Republic of),0.8378895907570607
Algeria,Kosovo,0.6962741832279846
Algeria,Kuwait,0.7828888426075858
Algeria,Kyrgyzstan,0.8485217524306856
Algeria,Lao Peopl,0.8580777220362514
Algeria,Latvia,0.9060798159860881
Algeria,Lebanon,0.8101556296076864
Algeria,Lesotho,0.9431471545163219
Algeria,Liberia,0.9040718803275344
Algeria,Libya,0.8883962565163577
Algeria,Liechtenstein,0.8717399989227967
Algeria,Lithuania,0.8864229168861982
Algeria,Luxembourg,0.831354863869249
Algeria,Madagascar,0.620943013949474
Algeria,Malawi,0.9108554560712605
Algeria,Malaysia,0.9598527718931408
Algeria,Maldives,0.8788319658199748
Algeria,Malta,0.9533629114907022
Algeria,Marshall Islands,0.9487173171796742
Algeria,Mauritania,0.5981730072531108
Algeria,Mauritius,0.9365264465801892
Algeria,Mexico,0.7839254462753258
Algeria,Micronesia (Federated States of),0.9212138386388458
Algeria,Moldova (Republic of),0.544337228254594
Algeria,Monaco,0.8195313514963282
Algeria,Mongolia,0.9159527349121928
Algeria,Montenegro,0.75628499592503
Algeria,Morocco,0.4871308408728424
Algeria,Mozambique,0.6666284122427226
Algeria,Myanmar,0.9799397580858006
Algeria,Namibia,0.9089292670254538
Algeria,Nauru,0.9560966906755491
Algeria,Nepal,0.9291778128938655
Algeria,Netherlands,0.9460093564325076
Algeria,New Zealand,0.911381348966619
Algeria,Nicaragua,0.7099975350692681
Algeria,Niger,0.5485214432365653
Algeria,Nigeria,0.9437766899566074
Algeria,North Macedonia (Republic of),0.8246641055806778
Algeria,Norway,0.8923283650005421
Algeria,Oman,0.8315308424377321
Algeria,Pakistan,0.929319697435283
Algeria,Palau,0.931687494304071
Algeria,Palestine,0.797346094081054
Algeria,Panama,0.8529932892929786
Algeria,Papua New Guinea,0.5496522561055623
Algeria,Paraguay,0.6239010932642661
Algeria,Peru,0.7557308317077455
Algeria,Philippines,0.8219318345603877
Algeria,Poland,0.9056795790252992
Algeria,Portugal,0.841472343016687
Algeria,Qatar,0.8700201695058911
Algeria,Romania,0.4615651637367457
Algeria,Russian Federation,0.8808602990177371
Algeria,Rwanda,0.5663760059340277
Algeria,Saint Kitts and Nevis,0.9520239243083447
Algeria,Saint Lucia,0.9595771435684304
Algeria,Saint Vincent and the Grenadines,0.9557532480817169
Algeria,Samoa,0.9612212553908476
Algeria,Sao Tome and Principe,0.7993643463476562
Algeria,Saudi Arabia,0.8091703588941326
Algeria,Senegal,0.48955835779905466
Algeria,Serbia,0.8189131460840658
Algeria,Seychelles,0.9472116930050658
Algeria,Sierra Leone,0.9070771137436635
Algeria,Singapore,0.9600111501917168
Algeria,Slovakia,0.8708861142666461
Algeria,Slovenia,0.7907309644259303
Algeria,Solomon Islands,0.9524355297163057
Algeria,Somalia,0.9180788346204625
Algeria,South Africa,0.8957780040806104
Algeria,South Sudan,0.8075830345587447
Algeria,Spain,0.6140414646814382
Algeria,Sri Lanka,0.899069469412931
Algeria,Sudan,0.8555230998411784
Algeria,Suriname,0.8581874120258433
Algeria,Sweden,0.8162490098938296
Algeria,Switzerland,0.8183393550256391
Algeria,Syrian Arab Republic,0.8015291783166992
Algeria,Taiwan (Republic of China),0.8537126236973469
Algeria,Tajikistan,0.8919501759040136
Algeria,Tanzania (United Republic of),0.9107697084734349
Algeria,Thailand,0.7565836600022585
Algeria,Timo,0.7687463317757552
Algeria,Togo,0.5487038045105572
Algeria,Tonga,0.9482858749213058
Algeria,Trinidad and Tobago,0.9710981102565126
Algeria,Tunisia,0.5623242978723837
Algeria,Turkey,0.7968946593495202
Algeria,Turkmenistan,0.8215091969793462
Algeria,Tuvalu,0.937481433343627
Algeria,Uganda,0.9211938343563199
Algeria,Ukraine,0.8477498928788284
Algeria,United Arab Emirates,0.7680304877997366
Algeria,United Kingdom,0.8939517932690424
Algeria,United States of America,0.9578306166152339
Algeria,Uruguay,0.7067925680252152
Algeria,Uzbekistan,0.899501985992632
Algeria,Vanuatu,0.9095079691902772
Algeria,Venezuela (Bolivarian Republic of),0.5754648030111812
Algeria,Viet Nam,0.8512917418869856
Algeria,Yemen,0.9226128423110483
Algeria,Zambia,0.8945185735786747
Algeria,Zimbabwe,0.8772640615011446
Andorra,Angola,0.8175840624433408
Andorra,Antigua and Barbuda,0.9789015355252901
Andorra,Argentina,0.8211544534034583
Andorra,Armenia,0.9546643686030889
Andorra,Australia,0.9606283181927986
Andorra,Austria,0.9078772171664033
Andorra,Azerbaijan,0.9310959888428791
Andorra,Bahamas (The),0.9795648537946615
Andorra,Bahrain,0.8602452367384219
Andorra,Bangladesh,0.9558951187098023
Andorra,Barbados,0.9780298388962272
Andorra,Belarus,0.9196705688117113
Andorra,Belgium,0.9365462957493742
Andorra,Belize,0.9721338863504814
Andorra,Benin,0.8495905820490071
Andorra,Bhutan,0.9322896249176379
Andorra,Bolivia (Plurinational State of),0.8658362929628345
Andorra,Bosnia and Herzegovina,0.9647251271748868
Andorra,Botswana,0.9420976782799135
Andorra,Brazil,0.8908966089944933
Andorra,Brunei Darussalam,0.9510668139341649
Andorra,Bulgaria,0.8445976502541103
Andorra,Burkina Faso,0.8479804374587068
Andorra,Burundi,0.9069726166245509
Andorra,Cambodia,0.9562077876534405
Andorra,Cameroon,0.9156010619759762
Andorra,Canada,0.9693139497424071
Andorra,Cape Verde,0.8485495633491085
Andorra,Central African Republic,0.8747187326566068
Andorra,Chad,0.8524679316491262
Andorra,Chile,0.8318236346004095
Andorra,China (Peopl,0.9329154303683548
Andorra,Colombia,0.8542244865005412
Andorra,Comoros,0.8483938556870325
Andorra,Congo (Democratic Republic of the),0.8711813102447259
Andorra,Congo (Republic of the),0.8338731689334263
Andorra,Costa Rica,0.8315890143830791
Andorra,Cote d'Ivoire,0.8625538736797849
Andorra,Croatia,0.8430220057793518
Andorra,Cuba,0.8786139551248756
Andorra,Cyprus,0.7927163039313684
Andorra,Czech Republic,0.912634271171276
Andorra,Denmark,0.953518540641808
Andorra,Djibouti,0.8407799026933506
Andorra,Dominica,0.9774889571231506
Andorra,Dominican Republic,0.8208489091629938
Andorra,Ecuador,0.8694869801205197
Andorra,Egypt,0.9386833032240092
Andorra,El Salvador,0.8258290928950418
Andorra,Equatorial Guinea,0.864732033032617
Andorra,Eritrea,0.9253094023530531
Andorra,Estonia,0.9014669798191706
Andorra,Eswatini,0.9188846377851877
Andorra,Ethiopia,0.9515882172093506
Andorra,Fiji,0.9224417148207542
Andorra,Finland,0.9015245427199898
Andorra,France,0.8973764894278122
Andorra,Gabon,0.8648630440753124
Andorra,Gambia (The),0.9137296935371957
Andorra,Georgia,0.8772865564991428
Andorra,Germany,0.8938277674828181
Andorra,Ghana,0.9608458149839826
Andorra,Greece,0.8647164158360116
Andorra,Grenada,0.982223534112431
Andorra,Guatemala,0.8258279334096612
Andorra,Guine,0.8773544073278404
Andorra,Guyana,0.9389963032069385
Andorra,Haiti,0.8620485597471182
Andorra,Honduras,0.8815596945057571
Andorra,Hungary,0.8963132323871791
Andorra,Iceland,0.8991618670250626
Andorra,India,0.9534880180870288
Andorra,Indonesia,0.9221626645157259
Andorra,Iran (Islamic Republic of),0.9392587458142295
Andorra,Iraq,0.9402079374090518
Andorra,Ireland,0.9340678307488471
Andorra,Israel,0.9232071400851789
Andorra,Italy,0.9037935184069319
Andorra,Jamaica,0.9830481056586294
Andorra,Japan,0.9664797380757763
Andorra,Jordan,0.9747211857574393
Andorra,Kazakhstan,0.9369970196451631
Andorra,Kenya,0.9146264007724236
Andorra,Kiribati,0.9454673287527168
Andorra,Korea (Democratic Peopl,0.9316909680861905
Andorra,Korea (Republic of),0.9236999766685478
Andorra,Kosovo,0.8989433798429073
Andorra,Kuwait,0.9181188739448181
Andorra,Kyrgyzstan,0.9046668495377811
Andorra,Lao Peopl,0.9334048387514942
Andorra,Latvia,0.9273765224782811
Andorra,Lebanon,0.851559888558329
Andorra,Lesotho,0.9631888695402973
Andorra,Liberia,0.9337530147507159
Andorra,Libya,0.9235783173815345
Andorra,Liechtenstein,0.8440028353476724
Andorra,Lithuania,0.8732393536040567
Andorra,Luxembourg,0.7697273191092092
Andorra,Madagascar,0.8679557361960368
Andorra,Malawi,0.9328129200668407
Andorra,Malaysia,0.9690631396839781
Andorra,Maldives,0.9204316946415544
Andorra,Malta,0.9561488345324856
Andorra,Marshall Islands,0.9628117030474409
Andorra,Mauritania,0.8902358906256036
Andorra,Mauritius,0.9495690946125784
Andorra,Mexico,0.8531471144657319
Andorra,Micronesia (Federated States of),0.810297326726775
