term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
execution,0.0095418076942874,0.006017126582746402,-0.0048064992482664964,-0.01034847267970038,-0.0010918450608861975,-0.0019117755949538571,0.0009222685588397781,0.007743697489735495,-0.003342296531907817,-0.0016159380477417827
publication,0.007101971102014704,0.0026839846253004494,-0.0013677967947293335,-0.0017865674651497052,0.0036882116975946403,0.00805573588121764,-0.0020586679021652437,0.004468436529406642,-0.0019181281941446427,-0.002070059279065692
community,0.0040260877017247185,0.0032203213983142886,0.005017199010238277,-0.0026014217309524024,0.013105213833553401,0.007016928444836878,0.004258289931764896,0.007804510009365159,-0.0021629482595963067,-0.002784832635261333
utilities,0.0004281817991791468,0.0003994924076645372,0.004095726746076947,0.0004290430152762025,0.011628448360198643,-0.005960857193202448,-0.000533289277320922,0.003083302592455462,-0.0026866506306096345,0.0008255518398261063
specialists,0.0075662959344663105,0.005380727138423337,-0.0035473546156874255,-0.00047050166281199687,0.003749520362019773,0.0005433618811104263,0.001300800272228264,0.004618066231778003,-0.005307244409294778,0.0025913967619597645
masculine,0.009903176169856233,0.013716452258394234,0.006493111231484398,0.00408455595176307,-0.012062570153517586,0.009287709501190147,-0.0052511457774029125,0.006130153238840363,-0.026591312428416038,-0.016386944445420822
accomplices,0.015745507160601586,0.011674202922230377,-0.006045401684339844,-0.01173124402067587,-0.009703058060111036,-0.008014040790152733,0.011992359417532227,0.0041833489064029014,0.002266036906277304,0.00041870207244194466
ineligibilities,0.01379648051395873,0.00937770866796637,-0.009628044418151736,-0.007055016197078572,-0.006091737841548578,-0.009054798230226745,0.007096508223464519,0.016008884218298325,-8.254628370619826e-06,-0.00018919295093352515
refugee,0.0015509758266582902,-0.0028717944028141948,-6.635447523200298e-05,0.0015003707396356789,0.002332999405490284,-0.0006618759815627208,-0.0010324012701578714,0.0028350189550130052,-0.002422673605586201,-0.004033082051191754
undertakes,0.003968785540082296,-0.0018430248028915989,-0.004213160305809878,0.003621431836807329,0.015057668230118084,0.0010375491262434033,-0.003126094146848279,0.01051180825500838,-0.001717503468098028,0.004941847496584169
k,0.0004682310899146784,-0.001968388493519206,-0.0017907506877263052,0.0010963066015731709,0.0013278442761663113,0.003579134846984997,0.004151927215115367,-0.000421407720397849,0.0005591854440898333,0.0005356488727423586
derives,-0.0003758559605643718,0.0002148554520584146,-0.0007380349029928811,0.0004240186858269252,0.0002487735623050712,0.004322399176330275,0.0014687253429432861,-0.003590166440972158,0.002164978228257555,-0.00020306259610601375
prohibits,-0.00023724774972386383,0.00032148512718282405,0.0012196508714306508,-0.0007488319100525019,0.0026082681036445855,0.0024793755184939195,0.0012001611688708719,0.002480315528601246,-6.377140030261962e-05,0.0008231690351476202
intolerance,0.004308901029296589,0.0006276317247633095,-0.0017450089891122768,-0.0016701499038853512,-0.000770044808822006,-0.0005906306077338787,0.000450873782407974,0.0044297372649140295,-0.0003182103222584508,-3.529599921802905e-07
remand,0.004348285623472711,-0.007017119743837012,-0.002342066195321736,0.004398106218879736,0.005721994065988633,0.006760709402228767,-0.011169385958246757,0.005708758598700236,0.003687794614344178,-0.00042702491275185177
interpellations,0.0026451603333166253,0.0005684153443581833,0.0007824795272069068,0.0011587562234076341,0.005894909667807164,0.0009582664413810863,-0.0031138125649299423,0.004132418846490972,0.0021197588898553667,0.0003687372955740516
constraints,0.010778145493709358,0.009940115760061012,-0.004993137280096726,-0.007495930408555658,0.0037477633151895644,-0.000853908826988147,0.005029502504402045,-0.00045437648704847435,0.005846163145717126,-0.0020033038937074827
oversees,0.0048048094771849246,-0.00462047527953709,0.001044315181196106,0.0016891413927678386,0.012271204065279241,0.0012247133719226519,-0.003982506852322697,0.010323288152570298,0.0030480859222773364,0.004326193673750849
print,-0.0014140565214591264,0.004542234443848524,0.006389933766209007,0.0064866881537705605,-0.0005562721888000135,0.0009708486499999938,0.0012798150140358572,0.0071873984290249816,-0.0008109609626085571,-0.0011868761339891814
para,-0.0004526991322264883,-0.02059977633737102,-0.01189564845941103,0.03371047221642238,-0.018447089990811166,-0.03272012625339678,-0.035840465606672756,-0.015738333019188557,0.013969727710129052,-0.061191597463288824
reviews,0.00179738387309234,0.0012960439103011077,-0.0022910420953530133,-0.0017099337917333647,0.0027850846296801936,0.004076639304344617,-0.0014359251764567394,-0.002117771990693108,0.0008936086411565879,-0.0008194404833088704
adolescents,0.01062018228343794,-0.008056276802068066,0.0023018071581782213,-0.0021469982218562194,0.006847310793919605,0.016550329547400905,0.00909413908638178,0.014609071421072291,-0.02319457630840487,-0.00821605165517454
economics,0.0018678003335575264,0.0020107325747984175,0.0005105175494430638,-3.9669521489147705e-05,0.0031003669820120344,0.0025923034626597436,-0.00012162494644822575,-0.0028255865903716567,0.002193556010216284,-0.0004338978402828712
worth,0.000831947282936102,-0.0022511105113789186,0.0014251785325715188,1.3727477006562551e-05,-0.0005851591617151663,0.0008994945680173371,0.0013793268829018243,-0.0008289782844680668,-0.00155047546970392,-0.0019079083117102223
revert,-0.0019326449494128303,0.0034570469289480705,0.0050995036853226875,0.005990507302530073,0.0025986098236600364,-0.00018255202492384093,0.0002339013396320679,0.0032489631435483218,-0.0028611086432923255,-0.004921000155102975
hostilities,-0.000329200995601907,-0.0005961650923883725,0.003213277887065187,0.0025183099538011013,-0.0008357234035025263,-0.0005361471684649056,-0.0002481558370006329,0.000603563449864334,-0.0017436167265065627,-0.0032981849567338653
exchanges,0.0016001719605051841,-0.0012005069694072887,-0.0008396606209759073,0.000527081741781625,0.0035025984591484866,-0.0012791614201451706,0.0013521093287522565,0.0027116906170739927,-0.002321485852988856,-0.003924602596944651
conversations,0.0014533079734751959,-0.004507884568040015,0.0048870937436826176,-0.0006804931454417143,0.0019885256698659033,-0.0027662547918974774,0.00046070369200640576,-0.00042424853278056864,0.0016789476499761587,0.003238087279211943
peasants,0.002178675352154055,-0.005050885106595355,-0.0003440054784039927,0.0024986033847053343,0.004739114146406559,0.0039500888575638065,0.0033283160597925784,0.006544427452477837,-0.0061008644023300826,-0.0024496416603094514
links,0.0026014011626531554,-0.0031981563257630096,-0.0005287166665488962,0.0017610341154381784,0.002434466221298549,0.004061561145640887,-0.0008028855259297112,0.00456433623659254,-0.00398605484611007,-0.0007491516467516954
conveyed,0.0006731609006340115,0.0014491285221616417,0.003012684417775604,-0.0011108113560611085,0.005674965405629403,-0.00015524340732725665,-0.000444629932974142,-0.004744506942937878,-0.0009509589681332305,4.725937051193408e-05
certainty,0.0011100320059827978,-0.0007578554237065482,0.002276672257225221,-6.2317471055170756e-06,0.0013325950329934645,0.004322687252936391,-0.0008102978766772118,0.002470644033274245,-0.0030377500529329532,-0.0004739864871776658
sacrifice,0.00399771816944751,-0.0026482572124083845,-0.001336540581177902,-8.575311384851203e-05,0.004369721421272171,0.008057949628183445,0.0015614431031809068,0.004255202254105178,-0.00046674765325238957,-6.36115189815856e-05
introduces,0.002141564161755969,0.0008449987540704267,-0.0005589394870059747,0.0036351687892841925,-0.004926320155680578,-0.0008449605030513311,-0.006014187761699386,-0.005999487433778384,-0.0065326677565411915,-0.0034105079798973223
rituals,0.00357594790274542,-0.005602532968564283,0.0018720082065298482,0.003594981099555975,0.011087360282557381,-0.0011915857777120434,-0.007009541001455199,0.00037544716466418414,-0.004955344623449969,0.004118998969765236
norm,0.004795584906097073,-0.0071749211970740185,0.0007978582436180205,0.001974779555757666,0.0001890285819964457,0.003913806577245638,0.00026144670412665307,0.009319404714592508,-0.005791310726367144,-0.0015048281923646608
presumption,0.004094286350454495,-0.00020082385814947069,-0.0014054426039455917,0.0009573568342248355,-0.0007455669327816795,0.005366898601664391,-0.005043143991963142,-0.0017758970424149388,-0.007044131783025652,-0.0037922967864556134
pluralist,0.011688722858742458,0.009380600498699172,-0.006814635278765906,-0.004628554733209729,-0.009092310186391941,-0.009767258082980677,0.0059346691895240875,0.009750178346924626,-0.005062320036728015,-0.0036603006142556073
cultivation,-0.00014930127122268378,-0.0007075007001569585,0.0012837488379445836,-0.00031092306779768224,0.008656327198994389,-0.005089620697824697,0.001480675440429884,-0.00045844122775939606,-0.0030042817032097245,-0.001668212824139296
preparatory,0.002834865320083603,4.134322675261409e-06,9.867575185930177e-05,-0.001128781274769927,0.004358507804422002,-2.8709579636032706e-05,-0.0008249919923591843,-0.0009826238131109466,0.0010043029238217867,-0.001356425691700955
citizenry,0.004478254991556408,-0.005057061889522117,0.004453274371123532,-0.001680117100229974,0.0034628719770558687,0.007443572670586809,0.0018958320999887795,0.007905828653258508,-0.008998213287487644,-0.004341424121798624
fourteenth,-0.000659361767388793,3.927766983880715e-05,0.0017784461030373683,-0.00040139719120282897,0.0017387418458091352,-0.0013334959491974171,0.001488747935469783,0.00011773258695049979,0.0008156736757976735,-0.0021714131760618817
reality,0.0025454622935754886,-0.0026337772447122647,-8.949255519735225e-05,0.0005424422922629925,0.001930348853073378,0.0029664934681961604,-0.0005041385050487155,0.005290085901088873,-0.004794541311157639,-0.0018370071614747239
ban,0.001002952489626216,0.00067577987689333,0.0003920677401460905,0.0025363604308207962,0.0008521517964477023,0.004906833902154492,-0.001072710215852403,0.0020528181214372367,0.001055542187784055,-0.002393472063657584
distance,0.0012615217878288473,-0.006460503220613215,0.004593027155847607,-0.0027160465233388204,-0.0014614385209906161,0.0006118784333879178,0.0007797211889480931,0.001765152895895121,0.0013469905700721164,-0.004770345298567662
residences,-2.2782329126141498e-05,0.0012475199835000317,0.0011231397724381692,-0.0006794122345048188,0.003203711052312151,-0.002184800512968818,0.001837864489573845,2.519485913723442e-05,-0.0002880781884955946,0.001230134806918633
conception,0.00325514046624273,-0.002028071090557678,0.0015480080235330208,-0.0019187431606508243,-0.0009637425660494271,0.0013731434964998812,0.0018476034199456169,0.003310771414862456,-0.004209111890513401,-0.001386340009988277
dependents,-0.0009707160083928841,0.0006600935100651594,0.0032428536253440083,-0.00016001319443291806,-0.0022547437517735015,0.0020517399600908565,-0.0005620355945620955,0.002598150068664969,0.0003586106618718692,-0.001147649398728403
spend,0.000477267623454723,0.0001154539448649273,0.0007913423511063601,0.00036704436854498605,0.005110283174273044,0.00025282096853343657,-0.003567513202845173,-0.0018009263223327688,-0.006933872129176355,0.0015944288106426317
checks,0.0025829201574617093,0.0024731227956001564,-0.001409300341794557,-0.0016823188696469618,0.005488324903680968,0.003678586509921075,-0.0026457815638379636,-0.006480813486599254,0.005371851535601682,0.00021093520982830725
eminent,-0.001496984221919799,-0.00023318141277688562,0.0016046463558416673,0.004291368065381082,0.0006363893122392039,0.004775024970556819,0.0025396063310599913,0.006402216384687253,0.003589456744916678,-0.0013671803684278787
phases,0.0035321128744209705,-0.0013624475607543706,-0.0010123181978313686,0.00035372949349268823,0.0037095152914550377,0.0021386169606761726,2.4591807986519117e-05,0.005368236824882858,-0.003283135998476987,-0.0019475702146606172
applicants,0.00043954395657622077,-0.0013361642901877167,-0.0009235367237516244,-0.000851978407117004,0.0006913063138110304,0.005809000720182201,-0.0014793208012081917,-0.0011320141635852976,-0.0031105334661697525,-0.0019150316342549404
deficit,0.00019273570493332529,-0.002112516165710787,0.005810503420671687,-0.0027875250813830495,0.00014546102854448288,0.0065178245660390075,0.006488327994896344,0.0022730591662673974,-0.003166171866226895,0.0003049549581824406
installations,0.0002708070290371652,-0.0016563900355526513,0.0017263231901495537,-0.0005567652539778293,-0.0007088364048421915,0.0007039586816266317,-0.0008933019852890658,0.0024162117792546414,-0.0022132230777426607,-0.002786275771211322
solutions,0.004894966826082082,0.00036913107699490153,-8.011229081756698e-05,-0.0009286501738851997,0.00318784054666293,0.002191497317805577,-0.002948020445797202,-0.006191951281321556,-0.007106509358496138,-0.004607148395981052
participants,0.0031690946264978483,-0.00426191363249828,-0.0004176442888064491,0.0013510563995676828,0.008549630074562851,0.006064577890948749,-0.0018798045511101132,0.006339166010786048,-0.003828454142653212,-0.001614321113395618
channels,0.006801136558850016,0.002660583439435612,-0.0007670074318887604,-0.0037161357662835385,0.0040820498348506755,-0.0006359907418945364,0.0003261901090048381,-0.0008667317968494011,0.0012006594884765194,-0.00015067850295641104
alternation,0.00881990301155478,0.0008015203448010186,0.002979569754085482,-0.005397722695837029,-0.00481074425894587,-0.002768916412609541,-0.00011918287850964625,0.0068264724101383895,0.00405106055685348,0.0012244542027161345
nobody,0.003389648743811137,-0.0005488695376527281,-0.0020451537392436147,0.0029201643230253745,0.001960780040468462,0.003276025658411165,-0.0071692848368663815,-0.008958531278934654,-0.0030431529454756517,-0.0031168386025970636
assignments,0.004143581159069821,-0.0023388939949498962,0.0021244754210455585,-0.0027429015722226103,0.0008661525132889834,0.0023277094251560704,-0.0017806365013852978,0.0014218500591868188,0.004968007246139487,-0.0008013270867509333
inspections,0.003374360521057023,-0.0010167308989202934,-0.000738218622211682,-0.0004920166601031214,0.006093728799857499,0.005528039806080891,-0.0003801229620372136,0.002436612031795144,-0.0019029658300542685,-0.0008891054095063241
translation,0.00162535970789676,-0.0018272300636571306,0.0011083668205468143,-0.0018206597981486575,0.0006760108715842065,0.0006612385900984024,0.001722555098938442,0.0001707615009344031,0.005427024696103644,-0.0006341769904986333
disapproval,0.002380604546299993,-2.3472918044885065e-05,0.0009040866346986886,0.0006736121419839236,-0.0013325804216619197,0.0005748097224301823,-0.0033605468221255094,-0.0028484048704122142,-0.006552542466205654,-0.002717177468746635
utmost,0.0007828933110810887,-0.0010672785944313226,-0.0010208691566432407,0.0020738677468165453,0.006553038749194578,0.0010100757054808548,0.0010562961190180992,0.001213180482541284,0.0028573876493097378,0.0005737679705656807
defects,-0.0004158248909410481,-0.0005634765603751521,0.0006444250950100524,-0.0007519273436836586,0.00034172532477993724,0.0006953792318759987,0.00029426324836886764,0.00014482786093661436,0.0010486657575062008,-0.002030653568770127
insolvency,-0.0010574243027394333,-0.0007392914913833802,-0.00046869612083495386,-0.0008690983602422336,-0.000675689119928703,0.0005073690281578892,0.0003571862083495087,0.0007320680300266567,-0.0021436704356345,-0.001978720914748616
card,0.0021702251576431785,-0.0024704350770902135,0.003749146345359181,-0.0020713891970743853,0.0026436337684014317,0.0035974439874615722,0.0005805172712646887,0.004113170557462443,-0.000968783460458956,-0.0005373665381194484
counties,0.005746579201976616,-0.020930549839754644,0.016982470327312045,-0.00811149083197561,0.0020476585646896344,-0.011720389179881557,-0.0011164142084165087,-0.012794583806427492,0.009343589201547245,-0.025598037091242806
reintegration,0.002750278187529792,-0.001285667196079193,0.002484708837396535,-0.0020847011635547327,0.0020926260429200206,0.0003392753335683237,0.004414740811152346,0.002230277764514133,-0.0055344637504191095,-0.0019204855860741458
catastrophe,0.002982978844898754,-0.0035094872155976343,0.003913386690492822,-0.002284198722755115,0.0022322668276784016,0.0023081453471494465,-0.0020688778819804685,0.0023877361032383355,-0.002534490655192137,-0.0007339192938280057
heir,-0.010434675198819115,0.020431818614365483,0.023952551169631003,0.02899554827065076,-0.008239616410796673,-0.006439342362542983,0.0002496873192289751,0.0304171225417297,0.014373865735019798,-0.004963690042565482
vehicle,-0.0021685184191546384,-0.002658656673193892,-0.0016579733288588144,0.0008048612180860116,-0.00036305432988204407,-0.0011917539009071415,0.0028202370963994294,-2.4911297695328572e-05,-0.003525250325141507,-0.008895734187737045
assessors,-0.0005317482307325227,0.0031568088588942184,0.0006320302290044093,0.0021922111577129233,-0.0021214254213102264,0.0014505303369411711,-0.00037950511854615356,0.0033616713513231152,0.000354248269073037,-0.0018310055832757512
telegraph,7.468231309645812e-05,-0.0008503123908208752,0.000774818325343763,0.0027529042089793304,0.0041601243689420855,-0.0033736088997382424,0.0010411345995605715,-0.0007186127721680303,-0.004058339757373253,0.0025093442212105535
figures,0.0026702115455516607,0.002289659829973699,-0.00166389363992208,-0.002523112698539966,0.0003562036980174299,-0.0031841164971654766,0.0038443184248619987,0.0003769912978231786,0.000534497207560506,-0.0016717582943518577
bylaws,0.006003126312522523,-0.007270103255648177,-0.002241944223220975,0.003969468207348877,0.017597978573296827,0.008889290099597973,0.007119992360926126,0.017389721656533994,-0.017390563816362052,-0.0014773062338175004
colonialism,0.0027540118039118544,-0.0030691162129721987,-0.0011799960668239956,0.0014992507039873837,0.0033264197107654337,0.0062886024279362315,0.003231673331101096,0.005300460814347819,-0.005193202192080393,-0.0013036248246798131
prisoner,0.0010908046801397049,-0.0008790029200598021,0.0009832524938728632,-0.0015932674556682102,0.002562610671760742,0.004055567212291331,-0.0010095748596484083,0.005735919510340277,-0.0013926203213818307,0.002867665577588527
dominion,-0.0014986463735154032,-0.0038877653433462772,0.005591018216593578,-0.005683259522739006,0.0016745234846639765,-0.0026748536007540876,0.0011223852256156091,-0.003367267096289492,0.007403004527171436,-0.0007238083469449205
notaries,0.0037142155698817207,-0.002775186415337154,0.0032803391015017425,-0.0035797495644512836,0.0036305746624936577,0.0010636311969022512,0.00019052376530405567,0.0006273427489556791,-0.0001284320495198069,-0.003843972006035931
extreme,0.0007467128652378565,-0.005814867596594255,0.002968627609092589,0.0009515478088324931,-0.0009176187104108583,0.00015450661328834394,0.006818943088250403,-0.0025886136607491273,-0.0016021296181649002,-0.003228527535709135
speeches,0.0012821529665867904,0.0007567540232484815,0.0013074089860024556,0.0017529475022296805,0.0035926390206844068,0.0002565244585381927,-0.00417626959199999,-0.002944656801793966,-0.0009679138847671358,0.0005567661425622586
chancellor,-0.016637951921736928,0.0050544502290294675,-0.010876319601971725,0.01595899775827804,-0.01513511025254033,0.014333083192606746,-0.013888181652031761,0.015536568816817276,0.0411836872977993,-0.03828481908382797
wards,-0.0018498372260179786,-0.005059554025005184,0.001795377613197783,-0.0012609233687921643,-0.0015532573480886768,0.002429113683176152,0.008254355025067859,-0.0043165576879628095,0.005962860372344108,-0.003102554841194041
bind,0.0010568915973653663,-0.0016371226284236154,-0.001071995843061471,-8.620650386913647e-05,-0.0009810981691480733,0.0004150472078597255,0.00023790396770236757,0.003028474397177725,-0.0015254482749315363,-0.002372535237507242
facie,-0.0013507602365625624,-0.0006468367448508868,0.000490720764606673,-9.357074571895155e-06,-3.0103229862659346e-05,-0.00010698901816829224,0.002394600410548394,-0.0030269142498389376,0.0030150738530608187,-0.002479770113513057
consanguinity,0.006710835776314947,-0.007380279204504657,0.010333012914715875,-0.0029392888873968274,0.0027484290446367393,0.008936215381202586,-0.0016536965012522167,0.01266558960263103,-0.010424672031394256,-0.0037072235198884005
cadres,0.0019080217610741412,0.00024398621496802097,-0.0009056918264146434,0.0005859341732253293,0.00043849309736731514,-0.0019042975170033623,0.004399594711995699,0.0009489414394036387,-0.004324614572911172,-0.0018991674239395154
18th,-0.00043819014244401945,-0.004262324694431302,0.006339975581603962,-0.002181914458660458,-0.004349270396193838,0.0017220762537513653,0.0015083018613348187,0.002527804703349508,0.003440547714965629,0.00042525774381217945
interaction,0.00440509651722543,0.0021812008773735556,-0.004428273804053434,0.0014946754175965938,0.010587950233821556,0.004349658236678275,-0.0072162697672664465,-0.0013890255709984867,0.0017430200930709878,0.0025036939960458074
instruct,-0.0012780858937535037,0.0027550310238840196,0.002963218192859835,0.0009027078321506279,0.005320521128346586,-7.821954211222138e-05,-0.0002682462434996897,0.0026116569677343037,-0.0013136542430735561,-0.00024694999809836117
enumeration,0.0025427991820828034,-0.005015391782490732,0.01028651196486595,-0.007378255684372856,0.003477837149744947,-0.002869423455156553,-0.003550009353492011,-0.007309119776010424,0.0045259192152752835,0.0035173481367513117
registries,0.0035187532661343133,-0.005764675336210273,0.005117864072497551,-0.0029753278529031117,0.00022450519906384546,0.005717146167136875,0.001450938956149195,0.003106420486633548,-0.0051866162979487245,-0.002409381881254194
deliberates,0.010293644633570152,0.01220917347798112,-0.004515406926353792,-0.0011310938824867663,-0.010854146068527592,-0.0054275258455645,0.0028982202144271717,0.0033983133009519656,0.002339170131852969,-0.003977178874467321
pleadings,0.014438630852207954,0.012044515152263489,-0.008599302973543043,-0.009163108736101846,-0.012491088017578022,-0.014232954211387941,0.008527472340319081,0.011500275028640827,-0.001241760111690747,-0.00046619964150890295
signatories,0.010552113806547867,0.010221265924314103,-0.006544075549435803,-0.006288153975107402,-0.00564822483110578,-0.003901210652634164,0.003876492801741541,-0.0011125642162633316,0.008233423917808036,0.0002690103241452253
negotiates,0.016008546689282248,0.01522980133669441,-0.01059113144275535,-0.010270023939493344,-0.011929356178570083,-0.013766021889084958,0.009459730333596669,0.00896948543065239,0.000864904288259831,-0.0008150523520606632
maturity,9.007708036619262e-05,0.001736989834150813,0.002187590359262228,0.003030021280518214,0.004224314468039258,-0.00017905535557525773,-0.0006485495411868833,0.0017421150000271634,-0.0002591798413332419,0.00041305723692089776
monday,0.008015051937639382,0.0032313486376996134,0.0011324713831162025,-0.006457658703826919,0.008356756700197945,-0.0037890558736635464,-0.008063435413647537,-0.012641929975916807,0.0014774581690409313,-0.0015705561577318845
vetoed,0.0022850983689459113,-0.004463331094667576,0.003041606307185898,-0.000903083966646483,0.0006726825901006656,0.0019128860281791824,-0.00010146063130463543,0.0023073368643544635,-0.0030673640341770635,-0.0011744280597235813
propagation,0.0018196360375481114,-0.0008017513914577706,-0.0009565327758210114,0.0005225530437321732,-0.00010321363944687871,0.003074767989786037,-0.0024500947974363824,-0.0010271059288051057,-0.0017058597493256756,0.0003763130120844051
sovereignty,0.016086990888884496,0.0014511760170093208,-0.0065244815218451525,-0.00038861117407475973,0.009123800493541109,0.003492796083041387,0.0019847867530012634,0.011287041827601065,-0.001913617457607122,-0.0002823723666299999
non,0.007676397890370474,0.001728891219736987,0.0003184816242994339,-0.0012680015758116214,0.007488019463012409,0.005528692207910459,-0.000841709712895734,0.004707641757723496,-0.0023426813364326817,0.0015694498701692885
meet,0.0022689070406669174,0.0011765458847010691,0.006515344942438175,-0.002755374346035398,0.0038958897142995948,0.0043169539562540205,0.0015700446539000054,0.0014929988293135292,-0.0014874762133510464,-0.0026780280535789237
prescribed,-0.01967259683455435,-0.0030808239449711295,-0.0034896361202817767,-0.008981371449706134,-7.702098106014606e-05,0.017814940926657412,-0.0007953661220431401,0.010713699543283349,-0.00469268180413377,-0.005096605023526301
equality,0.008087803085140887,-0.0014398974990787578,-0.0016548985919494572,-0.0002771120444645468,0.006862201602620209,0.003770463920613617,0.0008132196109866969,0.005748688578397011,-0.004546995115020489,-0.001325140819593922
competent,0.009848548494747093,-0.0028120739667069072,0.0003074499515084329,-0.002573748222702136,0.004983042042219631,0.003062890526828249,0.00048173683379177247,0.007440173536032108,-0.005448053707612725,-0.005170459423941534
body,-0.0033002777120866877,-0.004264812298361454,-0.0012836001173150433,-0.006838990515174462,0.011153463878920558,0.01520049342904454,-0.0028629544414222304,0.0067598433020005415,-0.0026256062687805863,-0.0022262632736002163
hour,0.0014735574618956976,-0.0029359863025340016,0.00221367321644812,-0.0007967524133902892,0.00022258287542243423,0.0014488890328640863,0.0009077548574742575,0.002141982516655421,-0.0018742452038964484,-0.00021336565815121124
receivable,0.030627995355372598,0.03176257930206137,-0.017491838731927088,-0.021293161306078785,-0.027503968115638683,-0.025470026493372353,0.02512373801469334,0.010549338010270595,0.005190788557864317,-0.0022175606612771714
runs,0.0010511226608326382,0.0016047396695932248,0.0005765465741955922,-6.572534153974214e-05,-0.00029062035420260275,0.0004495138935506222,-9.778372767788757e-05,-0.002148906014281378,0.0015232429471682195,-0.0015856517969883939
indication,0.0009394333786497781,-0.0011206584252362649,4.931584990840638e-05,-0.00021336420897116918,0.00021449784507735224,0.0013575626917790241,0.0018869739245930023,0.0002517369889820669,-0.003838517417008907,-0.0016008946707412788
dispatch,-0.0008616110000304115,-0.0019905757700441405,-0.0013071862736669445,-0.00350957878109235,0.0004798671836070881,0.002791980144595687,-0.0011586969025893718,0.003692573828658277,-0.0014600460257272218,-0.000813511031491923
component,0.002226823324603479,-0.0011058826052807924,0.0027387224520031735,-0.0038068150652384625,0.0014551239188823656,0.0007127057443789781,0.0012935438411712478,0.006299003435615847,-0.0043650516109507145,-0.00014234086417620276
economies,0.006210733200163603,0.0035184699326390257,-0.0025078503937000017,-0.0037914297671847973,-0.005350413142124596,-0.005997915458696024,0.005738568714457288,0.00560058704134577,0.0005247828683492143,-0.001412893891573914
holdings,0.00010699001154667893,-0.0005041814430372091,-0.001386280000676048,-0.00042036088775713353,0.003361577007189193,-0.00016656040852578178,0.003234222482846352,-0.003510030916975219,0.006655020846884114,-0.0042013649607426816
migration,0.0013888857127607476,-0.0023116198409074825,0.0033589752062755125,-0.0006723979019560143,0.004342690795728655,-0.001119047425176146,0.0010793581720595347,-0.001183222047531544,-0.004238431807368836,-0.00038189868688404545
lift,0.000887786920640889,-0.002240222873493101,0.0010423888098695002,0.0015523712450003374,0.003950456495318448,-0.0014066378995011707,-0.00017788606763096453,0.0036760723773487636,-0.002394006501033939,-0.002638892003606907
10th,-0.0016662736036358158,-0.0006720325016376621,0.0002637834235925871,-0.00010685377308393697,0.0013609701911862205,-0.0024048988013369364,0.0009324933046501512,-0.002621884136546823,0.0014324849952205008,0.0022266053926280776
speed,-0.0011791034158106005,0.00010659420668146028,0.0007305335180517709,-0.0003965781488083877,-0.0009170490290703199,0.00041795031306589785,0.00022234813415115384,0.00021495769242100963,0.0002842613280159024,-0.0002996070484638343
key,0.0015125645280035164,-0.002191626337335577,-0.0005496100951995991,0.0009429711883225117,0.0047822956633343594,0.005008945705175453,0.0069247629395129,-3.5920179797303226e-06,-0.0069685426440012676,-0.0007517903829233401
sponsor,-0.0011693840453719663,0.00023629102691750882,0.0015769056687447113,-0.0030431718869833213,0.021593750050481683,-0.009693394709300678,-0.0008615984176482042,0.002586056003682916,-0.00850501651840661,0.000658167033144687
militia,0.0028803669196180055,-0.0014088622050573844,0.013213709699360513,-0.0075412897918553535,0.0004911347966006248,-0.008587399313711691,0.0016958928852030077,-0.0069845349418470055,0.011421513673858687,0.0033394910137385775
anew,0.002321534856968765,0.0004941254985015597,0.0019012800919456852,-0.002458295108095863,0.005077130626138643,-0.0008819585256426692,0.0009812660580276527,-0.005246676494501154,0.001736519450870439,-0.001774621303501269
merchant,0.0012078916072173487,0.00016888832493679187,0.0011030128791637748,-0.0049101994606977565,-0.001983895490876407,0.0008974713690538153,0.0007141672404095589,0.001733728408354497,0.00221943104016292,-0.003374586588445278
paternity,0.005732313431025933,-0.0041537287054241616,0.0027234114774819123,-0.0021338175839739227,0.0029264327233779193,0.009336107181661314,0.0021017012101103693,0.0024366201291377058,-0.01331399982782135,-0.0038039158216250217
emigration,0.0009005218379602257,-0.0013676520834717185,0.004297538455153402,-0.003289712695291134,0.0003703456554463397,-0.00042181857149721334,0.0019698844489281922,-0.003954975363233861,0.0008570102832814115,-0.001274162361813433
plaintiff,0.00260141480365117,-0.0002768487419074186,0.002972897283329777,-0.003917337619942081,-0.0018652667412640748,-0.0014728528484557004,-0.001470620848055383,0.0027769485564052188,-0.004712793059624021,-0.0034930457466542148
stamp,-0.00027577595777949414,-0.0002895797920259798,-0.0015700035235256613,-1.4563826112550283e-06,0.00125711722803105,-0.0024799239627181506,0.001537259121181192,0.0005149247956915482,-2.23269755530134e-05,-0.0022557750647623654
lord,-0.03137758011669352,0.02284433356808693,0.014358497844846132,-0.0040172360963877905,-0.02587109141241846,0.021043767988580157,-0.005646560385717573,0.038605251631820096,-0.014631651879843135,0.00020777204631374684
competitiveness,0.0016969643341441403,-0.002781067721653795,0.005592108594527914,-0.002501178342495522,0.005897069515449302,0.0018768381232063779,0.00371027424438828,0.0037181316688501653,-0.004381036120364308,-0.000947494761407902
donation,-0.007173759040402482,-0.0004124228439414515,-0.0017955510484737483,-0.010227693037062523,0.00016403936464588054,0.005423422623642762,-0.00390941880112153,0.006905646405513144,-0.0054762512214514576,-0.0001357009899878333
