country_name,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
Lao Peopl,0.09914589100406833,-0.06748670513589529,-0.00047791462020297694,-0.0006037247016070158,0.14268475769952324,0.28261388447540386,0.5362687587350901,-0.06395482059263774,-0.26176527876048294,-0.03759256416788768
Latvia,0.014851019041387373,-0.017191692565554882,-0.019124084424807432,0.030508643677615757,0.009805745240429691,0.0117690151629412,-0.02691575047509685,0.017914183023950925,0.015398451790958195,0.009456680151870855
Lebanon,0.25356101405828435,0.16370766819687183,0.05207402787496274,0.006078092188733252,-0.09038888640866748,0.22018051609467204,-0.3411152258951902,-0.4515924089543461,-0.31147213921433126,-0.11087970774130272
Lesotho,-0.2923132013071977,0.38864716721859394,0.21995107332794933,-0.12330905567493843,-0.04880881618541741,0.1755041578109731,-0.007974763532885563,0.13738315072791576,-0.05119480584418736,0.03640005507624727
Liberia,0.10061934404345241,0.13750095584179142,0.08848334579121475,-0.20149543552150287,0.3135583449691866,-0.03571575107671097,0.04676412201705134,-0.12426275412856774,0.027021752389478938,0.01837365370929806
Libya,0.1945348606736775,-0.2625425221408112,0.44347948572190254,-0.2731415784567123,-0.03660962295420415,-0.0336457008977506,0.01239538211434389,0.047252642681700395,0.13283212050895574,0.08294353766072787
Liechtenstein,-0.013850734091684377,0.05840665642823473,0.006995872195285943,0.06993703089769202,-0.04882446239312546,0.03045254640447681,-0.021676191581890516,0.09310244852431486,0.19721572810650498,-0.07939920768555177
Lithuania,0.039198201272026834,-0.006030490801901152,-0.028752447592883475,0.01649593880304187,0.019026693774749248,0.0020592146584995034,-0.030647749954363847,0.017746776822628332,0.02091802895260728,0.02694401193388997
Luxembourg,0.10952041714817475,0.06620140397506241,0.01837579685047263,0.002001233410687687,-0.11024185662287879,0.047700682799743384,-0.1430056680427918,-0.17421180122796703,-0.16632116758674922,-0.09805546339031045
Madagascar,0.4600313657557343,0.3557517082868541,-0.13818839570492625,-0.27999614282746943,-0.13958368366988813,-0.12377872266859656,0.21521618214261837,0.11896004226035994,-0.02665285093973792,-0.017755146245140317
Malawi,-0.1825033565813366,0.0792723876012238,-0.08798656641484406,-0.23927677974420314,-0.021172157113991986,0.2222424872250828,-0.005970942095220698,0.008070737498547035,0.087618546755672,-0.006679617612224502
Malaysia,-0.07152892744952555,-0.028132388664522903,-0.02144998873505229,0.029361869814835392,-0.00991187119542584,-0.2083720541858075,0.05388670304394364,-0.13700208029624,0.021875850250043346,-0.18503907301438952
Maldives,-0.012190799447205037,-0.053551302032338065,-0.030101760047541285,0.11861645431664396,-0.05209150346241952,-0.10699678053157964,0.09009551516437467,-0.15687958721484532,-0.14863853019465365,0.6339427362172418
Malta,-0.09899334425004126,0.06558517325627763,-0.001852161861826902,-0.09505257023662667,0.1752557871577558,-0.05741688366869615,0.02477389805811891,-0.06369937143301434,0.05593178074367254,-0.033432261430775066
Marshall Islands,-0.11944781962309055,0.01786463184296082,-0.048950005785421725,-0.23985775508637486,0.052452655270101886,0.17024991024089345,-0.013583107064843123,0.039154659212338266,-0.014244591630479211,0.011262931746345644
Mauritania,0.43016795846554234,0.35914370547905167,-0.1389020345791199,-0.2805123136713728,-0.04960899752886704,-0.07316198228628593,0.1306013446571736,0.05934505715565942,0.13200984147687397,0.03142170933493762
Mauritius,-0.2418446107704587,0.06398480132323502,-0.07521384476624471,-0.27399472776803335,-0.056902458968330565,0.13661669755196953,-0.03501899034008541,0.06366083884576851,-0.0543634175575073,0.01770848356984045
Mexico,0.24957888261173683,-0.13003425194850504,0.41395049334323925,-0.376005963543133,0.19324296377160632,0.02524158999824163,0.029224889989278392,0.01183433365111137,-0.010939572338027725,-0.0411274228150732
Micronesia (Federated States of),0.17136120371817945,-0.33157299934025625,0.5654087603906607,-0.3840417684284735,-0.10556125470537964,-0.030423496454210133,0.014183675668444164,-0.005892636769790833,0.20070112541796611,0.08078778645130287
Moldova (Republic of),0.19041355946881303,0.07136142915567423,-0.1217972160271835,-0.05999093363732046,0.23255963966844856,0.3442297389108952,-0.012327135973583005,0.06518517410051151,0.22679025877957146,0.0555390893714684
Monaco,0.008763745762803822,0.027854584048573546,0.023458080365468575,0.07619128452121898,-0.056385630702237274,-0.03567546555266512,-0.030784081026136417,0.15508697840976265,0.07798661150887068,-0.05847453088046424
Mongolia,0.006875095000969361,0.004447034834025216,-0.038393029981151905,0.0013109929728330558,0.031125067641078096,0.09982514533005749,0.004995718643144516,0.00017537936973556766,0.10920477095708096,-0.0014630199160180694
Montenegro,0.012687457571291067,0.0008353000022651187,-0.030494024102245092,0.015543294540940205,0.01849151510626286,0.05658568761508296,-0.008990090279166906,0.0032186007697139543,0.08657199719444733,0.0054146677515125455
