country_name,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
Costa Rica,6.897027381212126e-06,6.897027381212659e-06,6.897027381204065e-06,6.897027381213578e-06,6.897027381212497e-06,6.897027381213562e-06,6.897027381214174e-06,6.897027381212423e-06,0.09113982499543952,6.897027381209496e-06,6.8970273812118255e-06,6.897027381214395e-06,0.2568896475125451,6.897027381212504e-06,6.8970273812111055e-06,6.8970273812122515e-06,6.897027381213542e-06,6.897027381212312e-06,0.0898201361958234,6.897027381204065e-06,6.897027381213111e-06,6.8970273812138795e-06,6.8970273812138024e-06,6.897027381212258e-06,0.005091225499907159,6.897027381210056e-06,0.5568867401117543,6.897027381213634e-06,6.8970273812139846e-06,6.8970273812148875e-06
Cote d'Ivoire,7.445461990933088e-06,7.4454619909318155e-06,7.445461990921995e-06,0.14851127322627244,7.445461990932418e-06,7.445461990933266e-06,0.013037832330373988,7.445461990930615e-06,7.445461990933236e-06,7.4454619909292406e-06,7.4454619909326626e-06,0.01572977162952371,0.7629786330918555,7.4454619909331886e-06,7.445461990931448e-06,0.03547940621041283,7.445461990933865e-06,7.445461990932429e-06,0.021144188495100278,7.445461990921995e-06,7.445461990931956e-06,7.445461990934252e-06,7.445461990931969e-06,7.445461990929065e-06,7.445461990933073e-06,0.002947649390669289,7.44546199093381e-06,7.445461990933255e-06,7.445461990931843e-06,7.445461990933041e-06
Croatia,5.750100626772013e-06,5.750100626771863e-06,5.750100626764918e-06,0.999833247081823,5.750100626772445e-06,5.750100626774817e-06,5.750100626772357e-06,5.750100626772316e-06,5.750100626773377e-06,5.7501006267985096e-06,5.750100626771549e-06,5.750100626773463e-06,5.750100626773483e-06,5.750100626772335e-06,5.750100626772214e-06,5.750100626774526e-06,5.75010062677398e-06,5.750100626774665e-06,5.750100626773603e-06,5.750100626764918e-06,5.750100626770876e-06,5.750100626772141e-06,5.750100626773677e-06,5.75010062676976e-06,5.750100626771689e-06,5.750100626772778e-06,5.750100626774757e-06,5.750100626771918e-06,5.750100626775559e-06,5.750100626772569e-06
Cuba,5.4475132102292175e-06,5.447513210230615e-06,5.447513210222876e-06,5.447513210230954e-06,5.447513210228534e-06,5.447513210228849e-06,5.447513210230425e-06,5.4475132102276e-06,5.447513210230262e-06,5.447513210226546e-06,5.447513210228782e-06,0.4081443762691796,0.01470085486215034,5.447513210228623e-06,5.447513210229729e-06,5.447513210229235e-06,5.447513210228762e-06,5.447513210228797e-06,5.447513210230385e-06,5.447513210222876e-06,5.4475132102288075e-06,5.447513210228685e-06,5.447513210228811e-06,5.447513210229708e-06,5.447513210228854e-06,5.447513210228199e-06,0.18289309467959505,5.447513210229607e-06,5.447513210229267e-06,0.3941200388456092
Cyprus,3.043028421890621e-06,3.043028421890198e-06,3.0430284218867465e-06,3.0430284218908207e-06,3.0430284218906835e-06,3.0430284218905967e-06,0.9999117521757656,3.0430284218900423e-06,3.043028421890701e-06,3.043028421889019e-06,3.0430284218896205e-06,3.0430284218905704e-06,3.0430284218907326e-06,3.0430284218906293e-06,3.043028421890313e-06,3.043028421890918e-06,3.0430284218906124e-06,3.0430284218906734e-06,3.0430284218909482e-06,3.0430284218867465e-06,3.043028421890279e-06,3.043028421890893e-06,3.0430284218907284e-06,3.0430284218894854e-06,3.0430284218906606e-06,3.0430284218900004e-06,3.0430284218908042e-06,3.043028421890691e-06,3.043028421890819e-06,3.043028421890769e-06
Czech Republic,8.518613169793093e-06,8.518613169793367e-06,8.518613169782088e-06,0.8635629311562361,8.518613169794702e-06,8.518613169794074e-06,8.518613169793029e-06,8.518613169793045e-06,8.518613169794516e-06,8.518613169792927e-06,8.518613169797645e-06,8.518613169794394e-06,0.1361985476750099,8.518613169793467e-06,8.518613169794785e-06,8.518613169795844e-06,8.518613169794082e-06,8.518613169793582e-06,8.518613169795998e-06,8.518613169782088e-06,8.51861316979379e-06,8.518613169795709e-06,8.518613169794762e-06,8.518613169791805e-06,8.518613169796359e-06,8.518613169792051e-06,8.51861316979393e-06,8.518613169794848e-06,8.518613169794745e-06,8.518613169794089e-06
Denmark,4.796163069552771e-05,4.796163069552984e-05,4.796163069546505e-05,4.796163069554454e-05,4.7961630695522294e-05,4.7961630695536e-05,4.796163069552348e-05,4.796163069552284e-05,4.7961630695536206e-05,0.6651021608996673,4.7961630695513167e-05,4.796163069554235e-05,4.79616306955495e-05,4.796163069552371e-05,4.796163069552029e-05,4.796163069553343e-05,4.796163069552761e-05,4.796163069553039e-05,0.33355491344085775,4.796163069546505e-05,4.7961630695539865e-05,4.796163069552634e-05,4.7961630695520376e-05,4.796163069553084e-05,4.796163069553832e-05,4.796163069551495e-05,4.796163069554377e-05,4.7961630695528664e-05,4.796163069552153e-05,4.796163069554538e-05
Djibouti,1.5880578053065704e-05,1.588057805306718e-05,1.588057805304828e-05,1.5880578053072592e-05,1.5880578053062912e-05,1.5880578053068354e-05,1.588057805306957e-05,1.58805780530649e-05,1.588057805306594e-05,1.5880578053059514e-05,1.5880578053065094e-05,1.588057805306725e-05,0.9995394632364614,1.588057805306367e-05,1.588057805306238e-05,1.588057805306445e-05,1.5880578053064705e-05,1.5880578053064488e-05,1.5880578053068506e-05,1.588057805304828e-05,1.588057805306599e-05,1.5880578053065657e-05,1.5880578053064325e-05,1.588057805306391e-05,1.5880578053066104e-05,1.5880578053061933e-05,1.5880578053068794e-05,1.5880578053066646e-05,1.5880578053063837e-05,1.5880578053070014e-05
Dominica,2.7455179419654143e-06,2.7455179419655087e-06,2.7455179419618262e-06,2.7455179419655934e-06,0.8101774525670312,2.7455179419657395e-06,2.745517941965313e-06,2.7455179419646714e-06,2.74551794196496e-06,2.74551794196386e-06,2.7455179419641306e-06,2.745517941965185e-06,2.7455179419655803e-06,0.029444328051217664,2.7455179419651284e-06,2.7455179419657658e-06,2.745517941966086e-06,2.7455179419657374e-06,2.745517941965684e-06,2.7455179419618262e-06,2.7455179419649103e-06,0.1603040903973184,2.745517941966163e-06,2.745517941964575e-06,2.745517941965384e-06,2.745517941964938e-06,2.74551794196512e-06,2.7455179419657247e-06,2.7455179419664917e-06,2.7455179419659614e-06
Dominican Republic,4.288900325965021e-06,4.288900325965537e-06,4.2889003259596815e-06,4.288900325965966e-06,4.288900325967085e-06,4.288900325965718e-06,4.288900325966124e-06,4.288900325964724e-06,0.013158607083752922,4.288900325975319e-06,4.288900325964399e-06,0.04781972648387656,0.2407031002168227,4.288900325965255e-06,0.00022940643488884236,4.288900325965995e-06,4.288900325965208e-06,4.288900325964702e-06,4.288900325966484e-06,4.2889003259596815e-06,4.288900325964984e-06,4.288900325965047e-06,4.288900325964777e-06,4.288900325964465e-06,4.28890032596581e-06,4.288900325966619e-06,0.6979819372725097,4.288900325966102e-06,4.2889003259648475e-06,4.288900325965787e-06
Ecuador,1.961592028094252e-06,1.961592028093927e-06,1.9615920280915662e-06,1.961592028094739e-06,1.9615920280944983e-06,1.961592028094426e-06,1.961592028093947e-06,1.9615920280941586e-06,1.961592028094481e-06,1.961592028093223e-06,1.9615920280940057e-06,0.2383528939993516,1.96159202809453e-06,1.9615920280947668e-06,1.961592028094019e-06,1.9615920280946465e-06,1.961592028095008e-06,1.961592028094955e-06,1.961592028094606e-06,1.9615920280915662e-06,1.961592028094047e-06,1.9615920280949218e-06,1.9615920280947087e-06,1.9615920280932764e-06,0.0011488025724811894,1.9615920280941243e-06,0.7604453404434088,1.9615920280949493e-06,1.9615920280946177e-06,1.9615920280945127e-06
Egypt,4.496605063186109e-06,4.496605063186885e-06,4.496605063180633e-06,0.18196738235410395,4.496605063186356e-06,4.496605063186558e-06,4.496605063186866e-06,4.496605063185501e-06,4.496605063187992e-06,4.4966050631849316e-06,4.496605063186454e-06,0.2989046865470556,0.09521172899091356,4.496605063186094e-06,4.496605063185481e-06,0.15845283235073046,4.496605063186062e-06,4.496605063186029e-06,0.0018443244233470942,4.496605063180633e-06,0.0037011921074983855,4.496605063186361e-06,4.496605063186754e-06,4.496605063185603e-06,4.496605063187428e-06,4.496605063185925e-06,0.056757983586425385,4.496605063186451e-06,4.496605063186917e-06,0.2030609443285353
El Salvador,4.813477737677034e-06,4.813477737677231e-06,4.813477737670499e-06,4.8134777376776964e-06,4.81347773767856e-06,4.813477737678227e-06,0.022500404711786385,4.813477737677762e-06,0.009220205785268365,4.813477737678367e-06,4.813477737676256e-06,0.010076143799300129,0.12661057079684682,4.813477737677283e-06,4.813477737676314e-06,4.813477737678112e-06,4.81347773767862e-06,4.81347773767781e-06,0.06647370413729164,4.813477737670499e-06,4.81347773767691e-06,0.0050347365393180014,4.813477737679151e-06,4.81347773767606e-06,4.813477737678967e-06,4.813477737675764e-06,0.759973524242222,4.813477737679503e-06,4.813477737679129e-06,4.813477737678412e-06
Equatorial Guinea,1.3036110024792273e-05,1.3036110024793111e-05,1.303611002477717e-05,1.3036110024796958e-05,1.30361100247905e-05,1.3036110024791282e-05,1.303611002479405e-05,1.3036110024791661e-05,0.049427677461589506,1.3036110024786194e-05,1.3036110024795119e-05,5.061825225316073e-05,0.8064979418086659,1.303611002479291e-05,1.3036110024792315e-05,1.3036110024793216e-05,1.3036110024791817e-05,1.3036110024789718e-05,1.3036110024795696e-05,1.303611002477717e-05,1.3036110024793757e-05,1.303611002479331e-05,1.303611002478978e-05,1.3036110024791354e-05,1.3036110024808405e-05,1.303611002479051e-05,0.14368482361684723,1.303611002479275e-05,1.3036110024790352e-05,1.303611002479647e-05
Eritrea,2.2522522522573314e-05,2.252252252256827e-05,2.2522522522540246e-05,0.13581345950758786,2.2522522522572203e-05,2.252252252257682e-05,2.2522522522579626e-05,2.2522522522565833e-05,2.252252252257179e-05,2.2522522522555567e-05,2.252252252257577e-05,0.6948477744691852,2.2522522522576557e-05,2.2522522522574348e-05,2.2522522522566897e-05,2.252252252257046e-05,2.252252252257276e-05,2.252252252256833e-05,2.2522522522576716e-05,2.2522522522540246e-05,2.2522522522573206e-05,0.16873065791511793,2.2522522522571658e-05,2.2522522522563086e-05,2.2522522522570096e-05,2.252252252256936e-05,2.2522522522572745e-05,2.2522522522575967e-05,2.2522522522570743e-05,2.2522522522577383e-05
Estonia,8.037939072438979e-06,8.037939072438998e-06,8.037939072427365e-06,0.9850618842608848,8.037939072439885e-06,0.014713053445086532,8.037939072437905e-06,8.037939072436467e-06,8.037939072438796e-06,8.037939072434376e-06,8.0379390724366e-06,8.037939072439108e-06,8.037939072438447e-06,8.037939072439093e-06,8.037939072437719e-06,8.037939072438522e-06,8.037939072439731e-06,8.037939072441273e-06,8.03793907243988e-06,8.037939072427365e-06,8.037939072438808e-06,8.03793907244014e-06,8.037939072439462e-06,8.037939072435806e-06,8.037939072440763e-06,8.037939072436475e-06,8.037939072438854e-06,8.037939072439431e-06,8.03793907244026e-06,8.037939072438891e-06
Eswatini,2.053430255246072e-06,2.053430255245644e-06,2.053430255243101e-06,2.0534302552462798e-06,0.1802552238102773,2.053430255246221e-06,2.053430255246059e-06,2.0534302552456568e-06,2.0534302552463407e-06,0.003241384222403168,2.053430255245685e-06,0.04078916991740845,0.023819274289056048,0.002458521721378053,2.053430255246253e-06,0.04245979848041917,0.6212099258477947,0.0017629625320044384,2.0534302552463983e-06,2.053430255243101e-06,2.053430255245899e-06,0.07492181774403507,2.053430255246429e-06,2.0534302552452637e-06,2.0534302552462908e-06,2.053430255246274e-06,0.009040852830118686,2.0534302552462997e-06,2.0534302552464166e-06,2.053430255246393e-06
Ethiopia,1.0854227721721037e-05,1.0854227721720199e-05,1.0854227721706065e-05,0.10394082675310058,1.0854227721724769e-05,1.0854227721721467e-05,1.0854227721722225e-05,1.08542277217207e-05,1.0854227721720532e-05,1.0854227721717674e-05,0.012859294405146741,0.6591100924844775,1.0854227721723678e-05,1.0854227721721064e-05,1.0854227721720348e-05,0.11400796291215834,1.0854227721721386e-05,1.0854227721720085e-05,1.0854227721723068e-05,1.0854227721706065e-05,1.0854227721720568e-05,1.0854227721721276e-05,1.085422772171971e-05,1.0854227721718013e-05,1.0854227721724593e-05,0.009147730684287432,1.0854227721721325e-05,1.0854227721723576e-05,1.0854227721718218e-05,0.10067359129550849
Fiji,2.456398919189718e-06,2.45639891918995e-06,2.4563989191863844e-06,0.0368091030690332,2.4563989191897124e-06,2.4563989191899174e-06,2.4563989191894066e-06,2.4563989191896573e-06,2.45639891919016e-06,2.456398919188815e-06,2.4563989191913277e-06,0.05216774860534352,2.4563989191902054e-06,0.5491747655278842,2.456398919189708e-06,2.456398919190125e-06,0.0001592403129290067,2.456398919189744e-06,2.4563989191901863e-06,2.4563989191863844e-06,2.4563989191900914e-06,0.34899399823603305,2.4563989191901867e-06,2.456398919188893e-06,2.4563989191898115e-06,2.4563989191894337e-06,0.011672025053815847,2.4563989191901567e-06,0.000966622019819926,2.456398919190358e-06
Finland,7.453786523568671e-06,7.45378652356821e-06,7.453786523559518e-06,0.6078181658810266,7.453786523569374e-06,7.453786523571392e-06,7.45378652356793e-06,7.453786523567635e-06,7.4537865235709316e-06,7.453786523568645e-06,7.4537865235670666e-06,7.453786523570088e-06,7.453786523570534e-06,7.453786523571394e-06,7.453786523570073e-06,7.453786523571208e-06,0.0641271902782707,0.010710996459598283,7.453786523571453e-06,7.453786523559518e-06,7.45378652356893e-06,7.45378652357156e-06,7.453786523569991e-06,7.4537865235670666e-06,0.31714984893149134,7.4537865235733075e-06,7.453786523571041e-06,7.453786523570609e-06,7.453786523570196e-06,7.453786523569776e-06
France,7.317965605579839e-06,7.317965605575828e-06,7.317965605567615e-06,0.26551319274476937,7.31796560557919e-06,7.317965605579176e-06,7.3179656055784554e-06,7.317965605577448e-06,7.317965605578513e-06,7.317965605577566e-06,7.317965605576601e-06,7.317965605578797e-06,0.3323172501615942,0.022239221226664784,7.317965605577438e-06,0.04331284276444413,7.317965605579083e-06,7.317965605579787e-06,0.3155424929901577,7.317965605567615e-06,7.317965605577639e-06,7.31796560557926e-06,7.317965605579277e-06,7.317965605573689e-06,7.3179656055788536e-06,0.008806935715413175,7.317965605578023e-06,0.012099751188028139,7.3179656055797014e-06,7.31796560557881e-06
Gabon,8.173941474596684e-06,8.173941474595839e-06,8.173941474584802e-06,0.03315994821346414,8.173941474596445e-06,8.173941474597778e-06,8.173941474597185e-06,8.173941474595754e-06,8.17394147459664e-06,8.173941474592872e-06,8.173941474593835e-06,8.17394147459751e-06,0.9522673754624641,8.173941474598083e-06,8.17394147459598e-06,8.17394147459801e-06,8.173941474598625e-06,8.173941474596914e-06,0.014351979904257801,8.173941474584802e-06,8.17394147459579e-06,8.17394147459912e-06,8.173941474598073e-06,8.173941474592281e-06,8.1739414745979e-06,8.17394147459711e-06,8.173941474598232e-06,8.173941474597866e-06,8.173941474598378e-06,8.17394147459747e-06
Gambia (The),2.9157919290948693e-06,2.9157919290943484e-06,2.9157919290905084e-06,2.915791929095199e-06,0.0018358806551123214,2.915791929094927e-06,2.915791929094958e-06,2.9157919290941464e-06,2.915791929094955e-06,2.915791929093543e-06,2.915791929093481e-06,0.03890530429634751,2.9157919290951556e-06,0.004988034299965187,2.9157919290943725e-06,2.915791929095436e-06,0.06194518413936741,0.05058763197555172,0.002200620632030477,2.9157919290905084e-06,2.915791929094334e-06,0.8063347566822308,0.001342893668321909,2.9157919290936056e-06,2.915791929095329e-06,2.9157919290937174e-06,0.006340013620025474,2.915791929094952e-06,0.01713771245968344,0.00832656752471112
Georgia,9.760858955607836e-06,9.760858955609029e-06,9.76085895559617e-06,0.8876970216546023,9.760858955610598e-06,9.760858955610782e-06,9.760858955607818e-06,0.11202967429464038,9.760858955609232e-06,9.760858955605038e-06,9.760858955607174e-06,9.760858955610543e-06,9.760858955610618e-06,9.76085895561154e-06,9.760858955609247e-06,9.760858955610487e-06,9.760858955611863e-06,9.760858955608802e-06,9.760858955611406e-06,9.76085895559617e-06,9.760858955608809e-06,9.760858955611387e-06,9.760858955609996e-06,9.760858955606329e-06,9.76085895561079e-06,9.760858955610564e-06,9.760858955610716e-06,9.760858955611399e-06,9.760858955610528e-06,9.760858956087753e-06
Germany,6.795786612313973e-06,6.795786612312457e-06,6.79578661230461e-06,6.795786612314245e-06,6.795786612313616e-06,6.795786612315831e-06,6.795786612315677e-06,6.795786612314824e-06,6.795786612316295e-06,6.795786612309607e-06,6.79578661231567e-06,6.795786612313773e-06,6.795786612312805e-06,6.7957866123146045e-06,6.795786612313384e-06,6.7957866123140615e-06,6.795786612314395e-06,6.7957866123157565e-06,0.020856223846867465,6.79578661230461e-06,6.795786612311072e-06,6.79578661231564e-06,6.795786612315189e-06,6.795786612310388e-06,0.11545690523339244,6.795786612311408e-06,6.795786612314817e-06,6.795786612316148e-06,6.7957866123158556e-06,0.8635033846812076
Ghana,1.8785692816393576e-06,1.8785692816391708e-06,1.8785692816365984e-06,1.8785692816396733e-06,1.8785692816391026e-06,1.8785692816394872e-06,1.8785692816397256e-06,1.8785692816391386e-06,1.8785692816395693e-06,1.8785692816380565e-06,1.8785692816391003e-06,0.07167692996600032,0.002714388070629447,1.8785692816392106e-06,1.8785692816393159e-06,1.8785692816397449e-06,0.8349025346209995,1.878569281639381e-06,0.009576550415378068,1.8785692816365984e-06,1.8785692816389178e-06,0.05559277794992319,1.8785692816394156e-06,1.8785692816386056e-06,1.878569281639576e-06,1.8785692816392966e-06,0.001806584296690657,0.022661971427649332,1.878569281639513e-06,0.001026934728533535
Greece,5.019324398947004e-06,5.019324398946029e-06,5.019324398939901e-06,0.12831248911845225,5.0193243989470575e-06,5.019324398947744e-06,0.007305535550581,5.019324398945962e-06,5.019324398946966e-06,5.0193243989447544e-06,5.019324398945443e-06,5.019324398947299e-06,0.040010042634442834,5.019324398947971e-06,5.019324398946306e-06,5.019324398947191e-06,0.07515795864493825,5.0193243989475835e-06,0.7490884909416116,5.019324398939901e-06,5.019324398946782e-06,5.01932439894763e-06,5.019324398947609e-06,5.019324398944794e-06,5.019324398947742e-06,5.019324398945762e-06,5.019324398947531e-06,5.01932439894787e-06,5.019324398947877e-06,5.019324398947993e-06
Grenada,2.9514196328496108e-06,2.9514196328494867e-06,2.951419632845654e-06,2.951419632850978e-06,0.9720298913838906,2.9514196328500178e-06,2.9514196328494892e-06,2.951419632849477e-06,2.9514196328502376e-06,2.951419632848701e-06,2.9514196328488374e-06,2.951419632851178e-06,2.9514196328500402e-06,0.02788746886639,2.9514196328499458e-06,2.9514196328504705e-06,2.9514196328504354e-06,2.951419632850209e-06,2.951419632850165e-06,2.951419632845654e-06,2.951419632850776e-06,2.9514196328504942e-06,2.9514196328499797e-06,2.951419632848056e-06,2.951419632849985e-06,2.9514196328497484e-06,2.9514196328506518e-06,2.951419632850182e-06,2.9514196328501215e-06,2.951419632849987e-06
Guatemala,3.859364748571377e-06,3.8593647485711275e-06,3.859364748566124e-06,3.859364748572046e-06,3.859364748573143e-06,3.859364748571926e-06,0.0029114103870619083,3.8593647485717865e-06,0.02528261262965872,3.859364748569194e-06,3.859364748573164e-06,0.00241387431877839,0.10928561180027116,3.859364748572188e-06,3.859364748572828e-06,3.859364748571961e-06,3.859364748572014e-06,3.859364748571771e-06,0.0035790121602079766,3.859364748566124e-06,3.859364748571028e-06,0.007379082438512771,3.8593647485720025e-06,3.859364748570695e-06,0.002853473048750364,3.859364748571892e-06,0.8434057776494103,3.859364748572332e-06,3.8593647485716e-06,0.002808098907628657
Guine,1.6641704110532576e-05,1.6641704110537266e-05,1.664170411051408e-05,0.3070686793736122,1.6641704110536452e-05,1.6641704110532963e-05,1.6641704110534572e-05,1.664170411053015e-05,0.009662385237083843,1.6641704110527338e-05,1.664170411053441e-05,0.19063994326334285,0.3270654774189326,1.664170411053877e-05,1.6641704110535575e-05,1.664170411053344e-05,1.664170411053436e-05,1.6641704110542053e-05,1.6641704110539586e-05,1.664170411051408e-05,1.6641704110535416e-05,1.664170411053554e-05,1.6641704110533373e-05,1.664170411053184e-05,1.6641704110535334e-05,1.6641704110531706e-05,0.1651474721042652,1.6641704110533545e-05,1.6641704110535768e-05,1.6641704110540962e-05
Guyana,1.96749695038409e-06,1.9674969503840794e-06,1.9674969503816175e-06,1.967496950384595e-06,0.1081231327868743,1.96749695038442e-06,1.9674969503844818e-06,1.9674969503876666e-06,1.96749695038459e-06,1.9674969503839337e-06,1.9674969503842565e-06,0.036334441602758984,1.9674969503846334e-06,0.010675232584616803,1.9674969503841082e-06,1.967496950384523e-06,0.0066780045968635625,0.0007094916136491965,0.0034899370705166184,1.9674969503816175e-06,1.967496950384216e-06,0.8322576715580428,1.967496950384846e-06,1.967496950383489e-06,0.000348809848031686,1.9674969503838774e-06,1.987183086056593e-06,0.0013419412165521726,1.967496950384972e-06,1.9674969503846347e-06
Haiti,5.2369730296011404e-06,5.236973029601399e-06,5.236973029593503e-06,0.010552411463482998,5.236973029602618e-06,0.031261302511019745,5.236973029601833e-06,5.236973029600331e-06,0.03617921930996399,5.236973029599839e-06,5.236973029599786e-06,0.024821945456161607,0.6681615373149828,0.006087252066453136,5.236973029601149e-06,5.236973029602004e-06,5.236973029602109e-06,5.236973029602101e-06,0.08867006703625994,5.236973029593503e-06,5.2369730296009516e-06,5.236973029602466e-06,0.006440769956327913,5.236973029599226e-06,5.236973029601058e-06,5.236973029599849e-06,0.08881574513786195,0.004972294047798862,5.236973029602158e-06,0.03393795321212432
Honduras,3.980574795010062e-06,3.980574795009842e-06,3.980574795004269e-06,3.9805747950104945e-06,3.980574795010424e-06,3.980574795010903e-06,3.9805747950106e-06,3.9805747950095535e-06,0.04782052969255573,3.980574795008108e-06,3.980574795008458e-06,0.09876487333078247,0.00658354040050429,3.980574795010185e-06,3.980574795009899e-06,3.980574795010315e-06,3.980574795010584e-06,0.005121771409241584,0.06005368993587006,3.980574795004269e-06,3.980574795010435e-06,3.980574795010664e-06,3.980574795011126e-06,3.9805747950091825e-06,3.980574795010474e-06,3.980574795008794e-06,0.7807481236102433,3.980574795010573e-06,3.9805747950108494e-06,0.0008159184005175769
Hungary,7.682261657850064e-06,7.682261657847492e-06,7.682261657838566e-06,0.8101039129063573,7.682261657851873e-06,7.682261657849086e-06,7.682261657849518e-06,7.682261657847765e-06,0.010165784252208898,7.682261657847328e-06,7.682261657847418e-06,0.02133400649793025,7.68226165785145e-06,7.6822616578521e-06,7.682261657848571e-06,7.682261657850105e-06,7.682261657850614e-06,0.01655769624131631,0.06261362767042866,7.682261657838566e-06,7.682261657848094e-06,7.682261657851131e-06,7.68226165785065e-06,7.682261657846769e-06,0.04025539179078727,7.682261657847098e-06,0.01660932989593131,7.682261657851257e-06,0.02219124098856709,7.682261657851146e-06
Iceland,2.146383344070013e-05,2.146383344069789e-05,2.1463833440668294e-05,0.5213901442555551,2.1463833440699445e-05,2.14638334407046e-05,2.146383344070008e-05,2.1463833440691937e-05,0.19218426582649575,2.1463833440699553e-05,2.1463833440689826e-05,2.1463833440700268e-05,2.1463833440702867e-05,2.1463833440698892e-05,2.1463833440694454e-05,2.1463833440696653e-05,2.1463833440698547e-05,2.146383344069686e-05,0.15843364702711993,2.1463833440668294e-05,0.0008929152810085404,0.06447235912989661,2.146383344069954e-05,2.1463833440691825e-05,0.03436059444603118,2.146383344069181e-05,2.146383344069854e-05,2.1463833440699404e-05,2.1463833440696697e-05,0.027772405864757085
India,1.0291877650178726e-06,1.029187765017588e-06,1.029187765016466e-06,1.029187765017775e-06,1.0291877650179575e-06,1.029187765017825e-06,1.0291877650177991e-06,1.0291877650178368e-06,1.0291877650179304e-06,1.0291877650172153e-06,1.0291877650173943e-06,1.0291877650179391e-06,1.0291877650177396e-06,1.029187765017815e-06,1.0291877650180196e-06,1.0291877650180143e-06,1.0291877650178637e-06,1.0291877650179575e-06,1.0291877650179302e-06,1.029187765016466e-06,1.0291877650176657e-06,1.029187765017863e-06,1.0291877650178707e-06,1.0291877650174127e-06,1.0291877650178332e-06,1.0291877650179438e-06,1.0291877650178737e-06,0.9999701535548146,1.0291877650179205e-06,1.0291877650179431e-06
Indonesia,2.536783358706486e-05,2.536783358705857e-05,2.5367833587025825e-05,0.36269973938538885,2.536783358706017e-05,2.5367833587064544e-05,2.536783358706863e-05,2.5367833587053723e-05,2.5367833587054742e-05,2.536783358703972e-05,2.5367833587055376e-05,0.636589961274174,2.5367833587067695e-05,2.5367833587061238e-05,2.5367833587060224e-05,2.5367833587069023e-05,2.5367833587059452e-05,2.536783358705598e-05,2.536783358706412e-05,2.5367833587025825e-05,2.536783358706277e-05,2.536783358706342e-05,2.536783358705477e-05,2.5367833587053733e-05,2.5367833587061366e-05,2.536783358705529e-05,2.536783358706311e-05,2.536783358705994e-05,2.5367833587053343e-05,2.536783358707037e-05
Iran (Islamic Republic of),7.46380056726759e-06,7.463800567265494e-06,7.463800567256147e-06,0.1466034971362135,7.463800567267753e-06,7.463800567267378e-06,7.463800567267365e-06,7.463800567266369e-06,7.463800567266886e-06,7.463800567263522e-06,7.463800567263831e-06,0.5367363638292544,0.11068543067027249,7.46380056726786e-06,7.463800567265471e-06,7.463800567266816e-06,7.463800567267222e-06,0.005830224152421458,7.463800567268132e-06,7.463800567256147e-06,0.04802554000511444,7.463800567267778e-06,0.0014716315855743001,7.463800567264026e-06,0.006206207869645935,7.463800567264566e-06,7.46380056726852e-06,7.463800567267708e-06,7.463800567269112e-06,0.14427690113902375
Iraq,8.730574471816865e-06,8.730574471817182e-06,8.730574471805347e-06,0.08827166924662194,8.730574471818503e-06,8.730574471818153e-06,8.730574471818402e-06,8.730574471815337e-06,8.730574471818414e-06,8.730574471812445e-06,8.730574471816708e-06,0.03556796570658989,0.019755107945516652,8.730574471817858e-06,8.730574471819374e-06,8.730574471818815e-06,8.730574471818136e-06,8.730574471817816e-06,8.730574471818685e-06,8.730574471805347e-06,8.730574471816638e-06,8.730574471818363e-06,8.73057447182058e-06,8.730574471814814e-06,8.730574471815603e-06,8.730574471818002e-06,8.730574471819564e-06,8.730574471817958e-06,8.730574471822903e-06,0.8561782621650043
Ireland,0.985132862459739,8.46238470002122e-06,8.462384700012243e-06,8.462384700023598e-06,8.462384700026275e-06,8.4623847000249e-06,8.462384700022898e-06,8.462384700022514e-06,8.462384700022805e-06,8.462384700020713e-06,8.462384700019758e-06,8.462384700023505e-06,8.46238470002294e-06,8.462384700025863e-06,8.462384700022014e-06,8.462384700023583e-06,0.004689248152738343,8.462384700026142e-06,8.462384700023849e-06,8.462384700012243e-06,8.462384700022854e-06,0.009949405000622238,8.462384700024465e-06,8.462384700020213e-06,8.462384700023654e-06,8.462384700021882e-06,8.462384700023046e-06,8.462384700024667e-06,8.462384700025065e-06,8.462384700023628e-06
Israel,0.029273031468538623,6.4775229952192485e-06,6.477522995211311e-06,0.3287219095211598,6.477522995220592e-06,6.477522995221816e-06,6.477522995219433e-06,6.477522995219807e-06,6.477522995220009e-06,6.477522995218081e-06,6.477522995217569e-06,6.4775229952211085e-06,6.477522995221446e-06,6.477522995221515e-06,6.4775229952203615e-06,0.026689953725665422,0.4397538936358741,6.477522995221608e-06,0.15945889295692972,6.477522995211311e-06,0.01380721139116209,6.477522995220346e-06,6.47752299522163e-06,6.477522995218162e-06,6.477522995221155e-06,6.47752299521928e-06,6.477522995220091e-06,6.47752299522077e-06,0.0018191817652737211,0.0003334200295016317
