term_str,n,p,stop,n_pos,max_pos,max_pos_group,dfidf
133b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
133e,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
133h,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
133m,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
134,87,2.270521403056957e-05,0,1,CD,CD,84.08607629101769
1340,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1341,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
1342,4,1.0439178864629687e-06,0,1,CD,CD,18.022483609640773
1343,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
134a,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
134b,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
134c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
134h,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
135,36,9.395260978166719e-06,0,1,CD,CD,72.17986887712618
1351,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1353,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1356,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1357,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1358,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
1358f,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1359,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1359f,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
135a,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
136,40,1.0439178864629687e-05,0,1,CD,CD,73.71502118733389
13612,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1368,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
136ft,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
137,51,1.3309953052402851e-05,0,1,CD,CD,79.29980522207474
1370,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
13702007,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1373,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1374,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1379,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
137ft,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
138,38,9.917219921398202e-06,0,1,CD,CD,68.92655920987724
1381,4,1.0439178864629687e-06,0,1,CD,CD,22.369828149072323
1382,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
139,41,1.0700158336245429e-05,0,1,CD,CD,76.61437744782452
1390,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1391b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1392,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1399,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
139a,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
13a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
13b,3,7.829384148472266e-07,0,1,CD,CD,18.022483609640773
13d,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
13th,5,1.304897358078711e-06,0,1,CD,CD,22.369828149072323
14,314,8.194755408734304e-05,0,1,CD,CD,100.81172761710287
140,39,1.0178199393013946e-05,0,1,CD,CD,73.71502118733389
1402,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
140a,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
140th,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
141,42,1.0961137807861172e-05,0,1,CD,CD,73.71502118733389
1417,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
141a,4,1.0439178864629687e-06,0,1,CD,CD,13.184914074536161
141b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
141c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
141ft,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
141h,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
142,51,1.3309953052402851e-05,0,1,CD,CD,70.58458686785455
1422,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1425,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
142a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
142g,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
143,56,1.4614850410481563e-05,0,1,CD,CD,72.17986887712618
1431,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1431968,4,1.0439178864629687e-06,0,1,CD,CD,7.592457037268081
1432,5,1.304897358078711e-06,0,1,CD,CD,18.022483609640773
1433,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1433a,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
1436,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
143a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
143ft,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
144,52,1.3570932524018593e-05,0,1,CD,CD,81.78608253331737
1447,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
144a,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
145,39,1.0178199393013946e-05,0,1,CD,CD,70.58458686785455
1451,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1452,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
1452c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1455,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
145a,6,1.5658768296944531e-06,0,1,CD,CD,18.022483609640773
146,31,8.090363620088008e-06,0,1,CD,CD,67.20293190427572
1462,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
146a1,4,1.0439178864629687e-06,0,1,CD,CD,7.592457037268081
146b,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
146b3,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
146d,7,1.8268563013101953e-06,0,1,CD,CD,7.592457037268081
146e,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
146e2,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
146e3,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
146e4,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
146f,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
146f1,4,1.0439178864629687e-06,0,1,CD,CD,7.592457037268081
146f3,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
146g,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
146h,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
146k,4,1.0439178864629687e-06,0,1,CD,CD,7.592457037268081
146l,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
147,55,1.435387093886582e-05,0,1,CD,CD,72.17986887712618
1472,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1475,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
148,29,7.568404676856523e-06,0,1,CD,CD,59.5849013323016
1483,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
148a,11,2.870774187773164e-06,0,1,CD,CD,13.184914074536161
148b,7,1.8268563013101953e-06,0,1,CD,CD,13.184914074536161
148c,5,1.304897358078711e-06,0,1,CD,CD,13.184914074536161
148d,4,1.0439178864629687e-06,0,1,CD,CD,7.592457037268081
148e,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
148f,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
148f10b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
148g,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
148g1,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
148g2,5,1.304897358078711e-06,0,1,CD,CD,7.592457037268081
148h,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
148i,5,1.304897358078711e-06,0,1,CD,CD,7.592457037268081
148j,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
149,31,8.090363620088008e-06,0,1,CD,CD,59.5849013323016
1491,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
1492,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
14a,11,2.870774187773164e-06,0,1,CD,CD,13.184914074536161
14b,6,1.5658768296944531e-06,0,1,CD,CD,13.184914074536161
14c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
14th,9,2.3488152445416798e-06,0,1,NNS,NN,36.739656298144645
15,509,0.00013283855105241277,0,1,CD,CD,80.72980336403369
150,63,1.6441706711791756e-05,0,1,CD,CD,79.29980522207474
1500,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
15013,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1502,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1506,7,1.8268563013101953e-06,0,1,CD,CD,7.592457037268081
151,43,1.1222117279476914e-05,0,1,CD,CD,72.17986887712618
1511,3,7.829384148472266e-07,0,1,CD,CD,18.022483609640773
1512,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
1514,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
151a,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
151b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
151ft,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
152,21,5.480568903930586e-06,0,1,CD,CD,52.99142961294667
1521,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1522,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1522b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1523,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1524,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
1527,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
152a,4,1.0439178864629687e-06,0,1,CD,CD,13.184914074536161
152a1,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
152b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
152c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
152e,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
152f,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
153,60,1.565876829694453e-05,0,1,CD,CD,63.54606095266541
1531,5,1.304897358078711e-06,0,1,CD,CD,22.369828149072323
1531c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1532004,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1533,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1534,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
153a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
153b,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
153c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
153e2,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
153g,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
153g1,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
153h,4,1.0439178864629687e-06,0,1,CD,CD,7.592457037268081
154,38,9.917219921398202e-06,0,1,CD,CD,68.92655920987724
1541,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
154167,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1547,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
154a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
154d,4,1.0439178864629687e-06,0,1,CD,CD,7.592457037268081
154f,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
154g,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
154l,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
154p,6,1.5658768296944531e-06,0,1,CD,CD,7.592457037268081
155,44,1.1483096751092655e-05,0,1,CD,CD,65.41057884761436
1554,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1554i,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1555,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1558,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
155h,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
155j,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
155l,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
156,27,7.046445733625039e-06,0,1,CD,CD,57.47931259628929
1561,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1561f,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1562,5,1.304897358078711e-06,0,1,CD,CD,13.184914074536161
157,36,9.395260978166719e-06,0,1,CD,CD,67.20293190427572
1571,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1574,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
157a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
157ft,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
158,42,1.0961137807861172e-05,0,1,CD,CD,55.28349662489343
1581,17,4.436651017467617e-06,0,1,CD,CD,18.022483609640773
1582,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1583,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1583a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1583c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1584,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1585,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1586,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
158a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
158ft,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
159,66,1.7224645126638985e-05,0,1,CD,CD,73.71502118733389
1592a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1593a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1594a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1595,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
1595a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
15a,6,1.5658768296944531e-06,0,1,CD,CD,18.022483609640773
15th,31,8.090363620088008e-06,0,1,NNS,NN,63.54606095266541
15whole,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16,218,5.68935248122318e-05,0,1,CD,CD,102.39134805380388
160,31,8.090363620088008e-06,0,1,CD,CD,55.28349662489343
1601,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1602,4,1.0439178864629687e-06,0,1,CD,CD,18.022483609640773
160b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
161,18,4.6976304890833596e-06,0,1,CD,CD,50.59622514865085
1611,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1615,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1616,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
161a,4,1.0439178864629687e-06,0,1,CD,CD,18.022483609640773
161b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
161c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
161e,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
161g,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
161i,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
162,23,6.00252784716207e-06,0,1,CD,CD,57.47931259628929
1621,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1622,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
1623,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1624,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1625,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1626,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1627,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1629,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
162a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
162b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
162d,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
163,26,6.7854662620092965e-06,0,1,CD,CD,59.5849013323016
1639,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
163a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
163d,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
164,15,3.914692074236132e-06,0,1,CD,CD,42.70528942380718
1642009,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
164a,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
164d,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
164i,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
164o,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
164t,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
165,28,7.307425205240781e-06,0,1,CD,CD,55.28349662489343
1651,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
1651a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1651d,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1651q,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1652,3,7.829384148472266e-07,0,1,CD,CD,18.022483609640773
166,25,6.524486790393554e-06,0,1,CD,CD,55.28349662489343
1661,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1663,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
167,31,8.090363620088008e-06,0,1,CD,CD,59.5849013323016
1671,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1675,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1676a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
167a,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
168,29,7.568404676856523e-06,0,1,CD,CD,52.99142961294667
1686,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
169,20,5.219589432314844e-06,0,1,CD,CD,45.46327960493862
1692001,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
169ft,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16a,5,1.304897358078711e-06,0,1,CD,CD,18.022483609640773
16a2,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
16a3,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16a4,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16a5,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16b2,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16b2aii,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
16b3,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16b4,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16b5,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16c,4,1.0439178864629687e-06,0,1,CD,CD,13.184914074536161
16c14,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16m,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16march,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
16th,33,8.612322563319493e-06,0,1,CD,CD,45.46327960493862
17,179,4.671532541921785e-05,0,1,CD,CD,102.17215258203538
170,20,5.219589432314844e-06,0,1,CD,CD,50.59622514865085
1700,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1706,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1707,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
171,22,5.741548375546328e-06,0,1,CD,CD,50.59622514865085
1711b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1712,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
171st,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
172,26,6.7854662620092965e-06,0,1,CD,CD,48.08993443856309
1721b,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
1722,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
173,22,5.741548375546328e-06,0,1,CD,CD,57.47931259628929
1730,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1733,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
173rd,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
174,20,5.219589432314844e-06,0,1,CD,CD,50.59622514865085
1744,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
174a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
174a1ai,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
174c,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
174d2,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
174f,4,1.0439178864629687e-06,0,1,CD,CD,7.592457037268081
175,24,6.2635073187778125e-06,0,1,CD,CD,45.46327960493862
1754,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
175a,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
175c,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
176,9,2.3488152445416798e-06,0,1,CD,CD,30.044967219281546
1762,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
1763,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1765,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
176e,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
177,29,7.568404676856523e-06,0,1,CD,CD,59.5849013323016
1772,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1773,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1774,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
178,17,4.436651017467617e-06,0,1,CD,CD,42.70528942380718
1781,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
1783,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1785aii,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1789,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
179,26,6.7854662620092965e-06,0,1,CD,CD,50.59622514865085
1791,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1791a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1792,6,1.5658768296944531e-06,0,1,CD,CD,7.592457037268081
1793e,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1794,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
17a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
17d,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
17g,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
17th,14,3.6537126026203907e-06,0,1,NNS,NN,42.70528942380718
18,331,8.638420510481066e-05,0,1,CD,CD,89.8457256615358
180,45,1.1744076222708398e-05,0,1,CD,CD,65.41057884761436
1800,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1801,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1802,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
1804,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
180e,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
181,21,5.480568903930586e-06,0,1,CD,CD,45.46327960493862
1810,4,1.0439178864629687e-06,0,1,CD,CD,18.022483609640773
1811,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
18122015,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1815,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
182,23,6.00252784716207e-06,0,1,CD,CD,59.5849013323016
183,11,2.870774187773164e-06,0,1,CD,CD,33.49571480647333
1831,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1832a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1832b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1833,5,1.304897358078711e-06,0,1,CD,CD,22.369828149072323
1838,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
184,18,4.6976304890833596e-06,0,1,CD,CD,48.08993443856309
1840,6,1.5658768296944531e-06,0,1,CD,CD,13.184914074536161
1841,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1842,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1844,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1847,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
1848,3,7.829384148472266e-07,0,1,CD,CD,18.022483609640773
184a,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
184b,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
185,22,5.741548375546328e-06,0,1,CD,CD,33.49571480647333
1850,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1851,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1852,5,1.304897358078711e-06,0,1,CD,CD,13.184914074536161
1856,2,5.219589432314843e-07,0,1,CD,CD,7.592457037268081
1857,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1858,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1859,2,5.219589432314843e-07,0,1,CD,CD,13.184914074536161
186,15,3.914692074236132e-06,0,1,CD,CD,48.08993443856309
1861,1,2.6097947161574217e-07,0,1,CD,CD,7.592457037268081
1862,3,7.829384148472266e-07,0,1,CD,CD,13.184914074536161
1864,3,7.829384148472266e-07,0,1,CD,CD,7.592457037268081
1865,5,1.304897358078711e-06,0,1,CD,CD,13.184914074536161
1866,4,1.0439178864629687e-06,0,1,CD,CD,7.592457037268081
